gvkey,month_end,log_size,log_bm,mom12_2,size_t,bm_t,mom_t
001075,2011-09-30,15.359924784120562,0.16340061334741537,0.11706776625283077,2,2,1
001075,2011-10-31,15.419590015487465,0.10373538198051209,0.12677200385496468,2,2,2
001075,2011-11-30,15.459595511394495,0.06372988607348179,0.08275328759071643,2,2,2
001075,2011-12-31,15.475706331667194,0.04761906580078339,0.18359134798505505,2,2,2
001075,2012-01-31,15.45642660623923,0.06689879122874712,0.20051723639661234,2,2,3
001075,2012-02-29,15.452216421516855,0.07110897595112149,0.2264666689398116,2,2,3
001075,2012-03-31,15.471570838976843,0.05175455849113231,0.17262668472703435,2,2,3
001075,2012-04-30,15.480921556459279,0.042403841008698276,0.15164779675454665,2,2,3
001075,2012-05-31,15.503015244430946,0.020310153037030317,0.14275866475771837,2,2,3
001075,2012-06-30,15.549700937271796,0.01452901227167576,0.11787803906723315,2,2,3
001075,2012-07-31,15.58389879860612,-0.01966884906264743,0.15910852028693268,2,2,3
001075,2012-08-31,15.543135918491245,0.021094031052225657,0.26286436368349864,2,2,3
001075,2012-09-30,15.570592764724285,-0.006362815180813676,0.26313823756190313,2,2,3
001075,2012-10-31,15.573807289568505,-0.009577340025033266,0.24862885288202885,2,2,3
001075,2012-11-30,15.546309453116919,0.01792049642655175,0.19554262639571296,2,2,3
001075,2012-12-31,15.536938045211292,0.02729190433218058,0.1649613033910644,2,2,3
001075,2013-01-31,15.5829407902397,-0.018710840696228172,0.11366430781048265,2,2,3
001075,2013-02-28,15.63029468692077,-0.06606473737729845,0.11239599441217152,2,2,2
001075,2013-03-31,15.66455965723787,-0.10032970769439806,0.18241794296095315,2,2,3
001075,2013-04-30,15.716941407705985,-0.15271145816251308,0.2166213462917317,2,2,3
001075,2013-05-31,15.641640303666044,-0.07741035412257194,0.2338758656336939,2,2,3
001075,2013-06-30,15.6235960445482,0.004158893471825168,0.28233554630335944,2,2,3
001075,2013-07-31,15.683594801138598,-0.05583986311857264,0.13501943152928142,2,2,2
001075,2013-08-31,15.602179959750686,0.025574978269338734,0.06686692851647158,2,2,2
001075,2013-09-30,15.610803075287906,0.016951862732119214,0.19155593929388437,2,2,2
001075,2013-10-31,15.634095633252565,-0.00634069523254078,0.06815363117664686,2,2,2
001075,2013-11-30,15.585706053636141,0.042048884383884544,0.0630083744920491,2,2,2
001075,2013-12-31,15.577425991275527,0.050328946744497796,0.13132897553039524,2,2,2
001075,2014-01-31,15.57193095139446,0.055823986625565265,0.08756295805679093,2,3,2
001075,2014-02-28,15.629079805479263,-0.0013248674592372116,0.019685147227849198,2,2,1
001075,2014-03-31,15.611129908257631,0.01662502976239454,-0.021792641230877763,2,3,1
001075,2014-04-30,15.635888970429006,-0.008134032408981508,-0.0005018090987823909,2,3,1
001075,2014-05-31,15.626416383634337,0.0013385543856884539,-0.0750837946630516,2,3,1
001075,2014-06-30,15.669156422050014,0.04826955430738068,0.02083542843394448,2,3,1
001075,2014-07-31,15.591441651784704,0.12598432457269,0.04001954413625897,2,3,1
001075,2014-08-31,15.654120621134737,0.06330535522265733,0.012906328026505598,2,3,1
001075,2014-09-30,15.612713146504081,0.10471282985331404,0.02716105951736325,2,3,1
001075,2014-10-31,15.73086745976718,-0.013441483409786669,0.08421330111926184,2,3,1
001075,2014-11-30,15.759097080918785,-0.04167110456139035,0.0060965192654116596,2,3,1
