gem_parent,gem_norm,gvkey,conm,fic,isin,match_type,coal_mw,gas_mw,solar_mw,wind_mw,fossil_mw,total_mw,alpha
Xinjiang Energy (Group) Investment Co Ltd,xinjiang energy investment,272327,XINJIANG TIANFU ENERGY CO,CHN,CNE0000019W6,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Xinjiang Energy (Group) Investment Co Ltd,xinjiang energy investment,270113,HCIG ENERGY INVESTMENT CO,CHN,CNE000000FT5,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Xinjiang Energy (Group) Investment Co Ltd,xinjiang energy investment,356341,SHAANXI ENERGY INVESTMENT CO,CHN,CNE100005Z70,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Xinjiang Shuanghe Power Investment Guanghui New Energy Development Co Ltd,xinjiang shuanghe power investment guanghui new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
"Xihe New Energy Development Co., Ltd.",xihe new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
"Xihe New Energy Development Co., Ltd.",xihe new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
"Xihe New Energy Development Co., Ltd.",xihe new energy development,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Essel Green Energy,essel green energy,354082,THACHANG GREEN ENERGY PCL,THA,THA918010002,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Essel Green Energy,essel green energy,330659,KPI GREEN ENERGY LIMITED,IND,INE542W01025,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Essel Green Energy,essel green energy,327477,ADANI GREEN ENERGY,IND,INE364U01010,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Essel Green Energy,essel green energy,364457,NTPC GREEN ENERGY LIMITED,IND,INE0ONG01011,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Essel Green Energy,essel green energy,260062,SPIC GREEN ENERGY CO LTD,CHN,CNE000001CR4,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Essel Green Energy,essel green energy,329188,GRAND GREEN ENERGY CO LTD,TWN,TW0006639008,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Pacific Gas and Electric Co,pacific gas and electric,146774,ROCHESTER GAS & ELECTRC CORP,USA,,jaccard_0.60,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Pacific Gas and Electric Co,pacific gas and electric,023465,LOUISVILLE GAS AND ELECTRIC,USA,,jaccard_0.60,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Pacific Gas and Electric Co,pacific gas and electric,065092,PACIFIC GAS & ELECTRIC CO,USA,,jaccard_0.60,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Acadian Renewable Energy LLC,acadian renewable energy,360898,CITICORE RENEWABLE ENERGY CO,PHL,PH0000058844,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Acadian Renewable Energy LLC,acadian renewable energy,039049,WESTBRIDGE RENWBLE ENRG CORP,CAN,,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Acadian Renewable Energy LLC,acadian renewable energy,351868,HD RENEWABLE ENERGY CO LTD,TWN,TW0006873003,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Acadian Renewable Energy LLC,acadian renewable energy,292414,ENLIGHT RENEWABLE ENERGY,ISR,,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Acadian Renewable Energy LLC,acadian renewable energy,349595,ECONERGY RENEWABLE ENERGY,ISR,IL0011783342,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Acadian Renewable Energy LLC,acadian renewable energy,363653,SANTI RENEWABLE ENERGY CO,TWN,TW0006946007,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Acadian Renewable Energy LLC,acadian renewable energy,343320,GITA RENEWABLE ENERGY LTD,IND,INE776O01018,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
RWE Clean Energy,rwe clean energy,221095,CARNEGIE CLEAN ENERGY LTD,AUS,AU000000CCE7,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Dingxi Hangjian Runteng New Energy Development Co Ltd,dingxi hangjian runteng new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Shanghai Electric New Energy Development Co Ltd,shanghai electric new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Shanghai Electric New Energy Development Co Ltd,shanghai electric new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Zhejiang Energy Jingtai New Energy Co Ltd,zhejiang energy jingtai new energy,347411,ZHEJIANG PROVINCIAL NEW,CHN,CNE1000051S5,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
State Development and Investment Corporation New Energy Investment Co Ltd,state development and investment new energy investment,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Jiuquan Ruineng New Energy Development Co Ltd,jiuquan ruineng new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Jiuquan Ruineng New Energy Development Co Ltd,jiuquan ruineng new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Guangxi Haiguihang New Energy Co Ltd,guangxi haiguihang new energy,272290,GUANGXI ENERGY CO LTD,CHN,CNE000001741,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,201913,JORDAN ELECTRIC POWER CO,JOR,JO3100411011,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,100450,CHUBU ELECTRIC POWER CO INC,JPN,JP3526600006,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,100439,CHUGOKU ELECTRIC POWER CO,JPN,JP3522200009,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,100690,TOHOKU ELECTRIC POWER CO INC,JPN,JP3605400005,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,271031,ELEC POWER DEVELOPMENT CO,JPN,JP3551200003,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,260071,LESHAN ELECTRIC POWER CO LTD,CHN,CNE0000008T5,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,066624,TUCSON ELECTRIC POWER CO,USA,,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,100488,KYUSHU ELECTRIC POWER CO INC,JPN,JP3246400000,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,155277,POTOMAC ELECTRIC POWER CO,USA,,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,101769,SHIKOKU ELECTRIC POWER CO,JPN,JP3350800003,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,102311,HOKURIKU ELECTRIC POWER CO,JPN,JP3845400005,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,013353,WISCONSIN ELECTRIC POWER CO,USA,,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,100302,KANSAI ELECTRIC POWER CO,JPN,JP3228600007,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,030874,KEPCO-KOREA ELEC POWER CORP,KOR,KR7015760002,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,011188,VIRGINIA ELECTRIC & POWER CO,USA,,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,100688,TOKYO ELECTRIC POWER CO HOLD,JPN,JP3585800000,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,100365,HOKKAIDO ELECTRIC POWER CO,JPN,JP3850200001,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,001440,AMERICAN ELECTRIC POWER CO,USA,,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,205365,OKINAWA ELECTRIC POWER CO,JPN,JP3194700005,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,009902,SOUTHWESTERN ELECTRIC PWR CO,USA,,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huayuan Electric Power Co Ltd,huayuan electric power,227480,SOUTHERN ELECTRIC POWER CO,PAK,PK0076101010,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Tianjin Shengkai New Energy Development Co Ltd,tianjin shengkai new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Tianjin Shengkai New Energy Development Co Ltd,tianjin shengkai new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huadian International Power Co Ltd,huadian international power,103124,INTERNATIONAL POWER PLC,GBR,GB0006320161,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huadian International Power Co Ltd,huadian international power,030747,HUANENG POWER INTERNATIONAL,CHN,CNE1000006Z4,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Zhangjiakou Faneng New Energy Development Co Ltd,zhangjiakou faneng new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Zhangjiakou Faneng New Energy Development Co Ltd,zhangjiakou faneng new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
China Resources Power New Energy (Handan) Co Ltd,china resources power new energy handan,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.57,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Shijiazhuang Energy Investment Development Co Ltd,shijiazhuang energy investment development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Shijiazhuang Energy Investment Development Co Ltd,shijiazhuang energy investment development,330174,SICHUAN ENERGY INVST DEV CO,CHN,CNE100003FC4,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huaneng International Power Corporation Hunan branch,huaneng international power hunan branch,103124,INTERNATIONAL POWER PLC,GBR,GB0006320161,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Huaneng International Power Corporation Hunan branch,huaneng international power hunan branch,030747,HUANENG POWER INTERNATIONAL,CHN,CNE1000006Z4,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Guodian Power Inner Mongolia Energy Development Co Ltd,guodian power inner mongolia energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Jiangsu New Energy Development Sharehoding Co Ltd,jiangsu new energy development sharehoding,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Jiangsu New Energy Development Sharehoding Co Ltd,jiangsu new energy development sharehoding,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Sinohydro Group Renewable Energy Development Co Ltd,sinohydro renewable energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Qinghai Energy Development (Group) Co Ltd,qinghai energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Qinghai Energy Development (Group) Co Ltd,qinghai energy development,326073,GULF ENERGY DEVELO,THA,THC903010005,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Qinghai Energy Development (Group) Co Ltd,qinghai energy development,272031,GEPIC ENERGY DEV CO LTD,CHN,CNE000000T42,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Qinghai Energy Development (Group) Co Ltd,qinghai energy development,356860,REPOWER ENERGY DEVELOPMENT,PHL,PH0000057234,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Xi'an Huafeng New Energy Development Co Ltd,xian huafeng new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Xi'an Huafeng New Energy Development Co Ltd,xian huafeng new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Shaanxi Chenchen Energy Co Ltd,shaanxi chenchen energy,356341,SHAANXI ENERGY INVESTMENT CO,CHN,CNE100005Z70,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Beijing Sanzi Energy Co Ltd,beijing sanzi energy,252586,BEIJING ENERGY INTERNATIONAL,BMU,BMG1146K2008,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Guodian Power Shandong New Energy Development Co. Xiajin Branch,guodian power shandong new energy development xiajin branch,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Guodian Power Shandong New Energy Development Co. Shandong Branch,guodian power shandong new energy development shandong branch,286048,ENERGY DEV CO LTD,IND,INE306C01019,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Guodian Power Shandong New Energy Development Co. Shandong Branch,guodian power shandong new energy development shandong branch,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Beijing Energy International Holding Co Ltd,beijing energy international,252586,BEIJING ENERGY INTERNATIONAL,BMU,BMG1146K2008,exact_norm,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Ningbo Zhongrui Scenery Energy Co Ltd,ningbo zhongrui scenery energy,270698,NINGBO ENERGY GROUP CO LTD,CHN,CNE000001K24,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Hami State Development Investment New Energy Co Ltd,hami state development investment new energy,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
TsATEK Green Energy,tsatek green energy,354082,THACHANG GREEN ENERGY PCL,THA,THA918010002,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
TsATEK Green Energy,tsatek green energy,330659,KPI GREEN ENERGY LIMITED,IND,INE542W01025,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
TsATEK Green Energy,tsatek green energy,327477,ADANI GREEN ENERGY,IND,INE364U01010,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
TsATEK Green Energy,tsatek green energy,364457,NTPC GREEN ENERGY LIMITED,IND,INE0ONG01011,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
TsATEK Green Energy,tsatek green energy,260062,SPIC GREEN ENERGY CO LTD,CHN,CNE000001CR4,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
TsATEK Green Energy,tsatek green energy,329188,GRAND GREEN ENERGY CO LTD,TWN,TW0006639008,jaccard_0.50,0.0,0.0,0.0,100.0,0.0,100.0,0.0000
Schuylkill Energy Resources Inc,schuylkill energy resources,007365,SYSTEM ENERGY RESOURCES INC,USA,,jaccard_0.50,99.2,0.0,0.0,0.0,99.2,99.2,1.0000
Zhejiang Energy Group Co Ltd,zhejiang energy,347411,ZHEJIANG PROVINCIAL NEW,CHN,CNE1000051S5,gem_subset,99.0,0.0,0.0,0.0,99.0,99.0,1.0000
Shandong Hongde New Energy Co Ltd,shandong hongde new energy,315641,SHANDONG HI-SPEED NEW ENERGY,CYM,KYG1146W1134,jaccard_0.60,0.0,0.0,99.0,0.0,0.0,99.0,0.0000
Tibet Ji'en New Energy Development Co Ltd,tibet jien new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,0.0,99.0,0.0,99.0,0.0000
Tibet Ji'en New Energy Development Co Ltd,tibet jien new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,99.0,0.0,99.0,0.0000
Mori Puleihai Energy Development Co Ltd,mori puleihai energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,99.0,0.0,99.0,0.0000
Shanxi GCL New Energy Technology Co Ltd,shanxi gcl new energy technology,207224,GCL NEW ENERGY HOLDINGS LTD,BMU,BMG3775G1539,comp_subset,0.0,0.0,98.8,0.0,0.0,98.8,0.0000
Shanxi GCL New Energy Technology Co Ltd,shanxi gcl new energy technology,332452,GCL ENERGY TECHNOLOGY CO LTD,CHN,CNE000001K08,comp_subset,0.0,0.0,98.8,0.0,0.0,98.8,0.0000
XEMC New Energy Co Ltd,xemc new energy,217202,CONCORD NEW ENERGY GROUP,BMU,BMG2345T1099,jaccard_0.50,0.0,0.0,0.0,98.2,0.0,98.2,0.0000
XEMC New Energy Co Ltd,xemc new energy,317221,TONKING NEW ENERGY GROUP,CYM,KYG8918S1057,jaccard_0.50,0.0,0.0,0.0,98.2,0.0,98.2,0.0000
XEMC New Energy Co Ltd,xemc new energy,351744,SP NEW ENERGY CORPORATION,PHL,PHY8080C1028,jaccard_0.50,0.0,0.0,0.0,98.2,0.0,98.2,0.0000
XEMC New Energy Co Ltd,xemc new energy,200478,NEW SOURCES ENERGY NV,NLD,NL0009822014,jaccard_0.50,0.0,0.0,0.0,98.2,0.0,98.2,0.0000
XEMC New Energy Co Ltd,xemc new energy,207224,GCL NEW ENERGY HOLDINGS LTD,BMU,BMG3775G1539,jaccard_0.50,0.0,0.0,0.0,98.2,0.0,98.2,0.0000
XEMC New Energy Co Ltd,xemc new energy,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,jaccard_0.50,0.0,0.0,0.0,98.2,0.0,98.2,0.0000
XEMC New Energy Co Ltd,xemc new energy,326109,NEW ENERGY SOLAR,AUS,AU000000NEW2,jaccard_0.50,0.0,0.0,0.0,98.2,0.0,98.2,0.0000
Copperbelt Energy Corporation (CEC),copperbelt energy cec,288128,COPPERBELT ENERGY CORP,ZMB,ZM0000000136,comp_subset,0.0,0.0,98.0,0.0,0.0,98.0,0.0000
"China Datang Group New Energy Co., Ltd.",china datang new energy,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.50,0.0,0.0,0.0,98.0,0.0,98.0,0.0000
Huadian Shandong New Energy CO LTD Changyi Branch,huadian shandong new energy changyi branch,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,comp_subset,0.0,0.0,0.0,98.0,0.0,98.0,0.0000
Huadian Shandong New Energy CO LTD Changyi Branch,huadian shandong new energy changyi branch,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,0.0,98.0,0.0,98.0,0.0000
Poseidón Renewable Energy Corp,poseidon renewable energy,360898,CITICORE RENEWABLE ENERGY CO,PHL,PH0000058844,jaccard_0.50,0.0,0.0,0.0,98.0,0.0,98.0,0.0000
Poseidón Renewable Energy Corp,poseidon renewable energy,039049,WESTBRIDGE RENWBLE ENRG CORP,CAN,,jaccard_0.50,0.0,0.0,0.0,98.0,0.0,98.0,0.0000
Poseidón Renewable Energy Corp,poseidon renewable energy,351868,HD RENEWABLE ENERGY CO LTD,TWN,TW0006873003,jaccard_0.50,0.0,0.0,0.0,98.0,0.0,98.0,0.0000
Poseidón Renewable Energy Corp,poseidon renewable energy,292414,ENLIGHT RENEWABLE ENERGY,ISR,,jaccard_0.50,0.0,0.0,0.0,98.0,0.0,98.0,0.0000
Poseidón Renewable Energy Corp,poseidon renewable energy,349595,ECONERGY RENEWABLE ENERGY,ISR,IL0011783342,jaccard_0.50,0.0,0.0,0.0,98.0,0.0,98.0,0.0000
Poseidón Renewable Energy Corp,poseidon renewable energy,363653,SANTI RENEWABLE ENERGY CO,TWN,TW0006946007,jaccard_0.50,0.0,0.0,0.0,98.0,0.0,98.0,0.0000
Poseidón Renewable Energy Corp,poseidon renewable energy,343320,GITA RENEWABLE ENERGY LTD,IND,INE776O01018,jaccard_0.50,0.0,0.0,0.0,98.0,0.0,98.0,0.0000
Hubei Power Investment New Energy Investment Co Ltd,hubei power investment new energy investment,260185,SICHUAN NEW ENERGY POWER CO,CHN,CNE0000014Z0,jaccard_0.50,0.0,0.0,96.6,0.0,0.0,96.6,0.0000
Grupo Energía Bogotá SA ESP,grupo energia bogota esp,286567,GRUPO ENERGIA BOGOTA SA ESP,COL,COE01PA00026,exact_norm,96.0,0.0,0.0,0.0,96.0,96.0,1.0000
Drax Group PLC,drax,274890,DRAX GROUP,GBR,GB00B1VNSX38,exact_norm,0.0,96.0,0.0,0.0,96.0,96.0,1.0000
Longyuan Power Group Anhui New Energy Development Co Ltd,longyuan power anhui new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,jaccard_0.57,0.0,0.0,0.0,96.0,0.0,96.0,0.0000
Longyuan Power Group Anhui New Energy Development Co Ltd,longyuan power anhui new energy development,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.57,0.0,0.0,0.0,96.0,0.0,96.0,0.0000
Jiangsu Heken New Energy Co Ltd,jiangsu heken new energy,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,jaccard_0.60,0.0,0.0,0.0,96.0,0.0,96.0,0.0000
Fuxin Huadian New Energy Power Generation Co Ltd,fuxin huadian new energy power generation,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,comp_subset,0.0,0.0,0.0,96.0,0.0,96.0,0.0000
Fuxin Huadian New Energy Power Generation Co Ltd,fuxin huadian new energy power generation,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,0.0,96.0,0.0,96.0,0.0000
Tianjin Yuanrong Energy Co Ltd,tianjin yuanrong energy,327080,TIANJIN TIANBAO ENERGY CO,CHN,CNE100002ZK7,jaccard_0.50,0.0,0.0,95.0,0.0,0.0,95.0,0.0000
Synera Renewable Energy Co Ltd,synera renewable energy,360898,CITICORE RENEWABLE ENERGY CO,PHL,PH0000058844,jaccard_0.50,0.0,0.0,0.0,94.0,0.0,94.0,0.0000
Synera Renewable Energy Co Ltd,synera renewable energy,039049,WESTBRIDGE RENWBLE ENRG CORP,CAN,,jaccard_0.50,0.0,0.0,0.0,94.0,0.0,94.0,0.0000
Synera Renewable Energy Co Ltd,synera renewable energy,351868,HD RENEWABLE ENERGY CO LTD,TWN,TW0006873003,jaccard_0.50,0.0,0.0,0.0,94.0,0.0,94.0,0.0000
Synera Renewable Energy Co Ltd,synera renewable energy,292414,ENLIGHT RENEWABLE ENERGY,ISR,,jaccard_0.50,0.0,0.0,0.0,94.0,0.0,94.0,0.0000
Synera Renewable Energy Co Ltd,synera renewable energy,349595,ECONERGY RENEWABLE ENERGY,ISR,IL0011783342,jaccard_0.50,0.0,0.0,0.0,94.0,0.0,94.0,0.0000
Synera Renewable Energy Co Ltd,synera renewable energy,363653,SANTI RENEWABLE ENERGY CO,TWN,TW0006946007,jaccard_0.50,0.0,0.0,0.0,94.0,0.0,94.0,0.0000
Synera Renewable Energy Co Ltd,synera renewable energy,343320,GITA RENEWABLE ENERGY LTD,IND,INE776O01018,jaccard_0.50,0.0,0.0,0.0,94.0,0.0,94.0,0.0000
Tokat Enerji AS,tokat enerji as,365775,ENDA ENERJI HOLDING AS,TUR,TREENDA00016,jaccard_0.50,0.0,0.0,0.0,94.0,0.0,94.0,0.0000
Tokat Enerji AS,tokat enerji as,246598,AYEN ENERJI AS,TUR,TRAAYENW91L0,jaccard_0.50,0.0,0.0,0.0,94.0,0.0,94.0,0.0000
Tokat Enerji AS,tokat enerji as,326558,ENERJISA ENERJI A.,TUR,TREENSA00014,jaccard_0.50,0.0,0.0,0.0,94.0,0.0,94.0,0.0000
Tokat Enerji AS,tokat enerji as,239577,AK ENERJI AS,TUR,TRAAKENR91L9,jaccard_0.50,0.0,0.0,0.0,94.0,0.0,94.0,0.0000
Jiangxi Ganneng Intelligent Energy Co Ltd,jiangxi ganneng intelligent energy,271168,JIANGXI GANNENG CO LTD,CHN,CNE000000TP4,comp_subset,0.0,0.0,92.0,0.0,0.0,92.0,0.0000
Qinghai Chaidamu Energy Investment Development Co Ltd,qinghai chaidamu energy investment development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,40.0,50.0,0.0,90.0,0.0000
Qinghai Chaidamu Energy Investment Development Co Ltd,qinghai chaidamu energy investment development,330174,SICHUAN ENERGY INVST DEV CO,CHN,CNE100003FC4,comp_subset,0.0,0.0,40.0,50.0,0.0,90.0,0.0000
