parent_name,coal_mw,gas_mw,solar_mw,wind_mw,fossil_mw,clean_mw,total_mw,alpha,units
Imetame Termelétrica SA,0.0,56.0,0.0,0.0,56.0,0.0,56.0,1.0000,1
Enery Holdings LLC,0.0,56.0,0.0,0.0,56.0,0.0,56.0,1.0000,1
China Power Shenyang Energy Investment Limited,0.0,0.0,56.0,0.0,0.0,56.0,56.0,0.0000,2
Inner Mongolia Zhongyue Electric Power Co Ltd,0.0,0.0,56.0,0.0,0.0,56.0,56.0,0.0000,2
China Power Construction Group Qinghai Electric Power Design Institute Co Ltd,0.0,0.0,6.0,50.0,0.0,56.0,56.0,0.0000,3
Hana Financial Group,0.0,0.0,56.0,0.0,0.0,56.0,56.0,0.0000,1
Shibaura Group Holdings Corp,0.0,0.0,56.0,0.0,0.0,56.0,56.0,0.0000,2
Energie Versorgung Niederosterreich AG,0.0,0.0,0.0,56.0,0.0,56.0,56.0,0.0000,2
Huzhou Huihua Environmental Protection Technology Partnership (LP),0.0,0.0,0.0,56.0,0.0,56.0,56.0,0.0000,1
SPIC Guizhou Jinyuan Weining Energy Co Ltd,0.0,0.0,0.0,56.0,0.0,56.0,56.0,0.0000,1
Terravent Deutschland GmbH,0.0,0.0,0.0,56.0,0.0,56.0,56.0,0.0000,3
Breeze Two Energy GmbH & Co KG,0.0,0.0,0.0,56.0,0.0,56.0,56.0,0.0000,1
Aren Electric Power SpA,0.0,0.0,0.0,56.0,0.0,56.0,56.0,0.0000,3
Gudbrandsdal Energi,0.0,0.0,0.0,56.0,0.0,56.0,56.0,0.0000,2
Eidsiva Energi,0.0,0.0,0.0,56.0,0.0,56.0,56.0,0.0000,2
Nanli Power Co Ltd,11.2,44.7,0.0,0.0,55.9,0.0,55.9,1.0000,4
Dongguan Electric Chemical Industry Co Ltd,0.0,55.8,0.0,0.0,55.8,0.0,55.8,1.0000,2
Unipar LLC,0.0,0.0,0.0,55.8,0.0,55.8,55.8,0.0000,3
BG Energy Solutions (BGES),0.0,0.0,55.5,0.0,0.0,55.5,55.5,0.0000,2
BB Group,0.0,0.0,55.5,0.0,0.0,55.5,55.5,0.0000,2
Guoneng Northeast New Energy Development Co Ltd,0.0,0.0,0.0,55.5,0.0,55.5,55.5,0.0000,2
ENCRO doo,0.0,0.0,0.0,55.5,0.0,55.5,55.5,0.0000,1
CHINT Group Corp,0.0,0.0,55.3,0.0,0.0,55.3,55.3,0.0000,3
Tawakol Electric,0.0,0.0,55.3,0.0,0.0,55.3,55.3,0.0000,3
BPE Partners,0.0,0.0,55.3,0.0,0.0,55.3,55.3,0.0000,3
Sinha-Medlar Group,0.0,55.3,0.0,0.0,55.3,0.0,55.3,1.0000,1
Qair Group,0.0,0.0,55.3,0.0,0.0,55.3,55.3,0.0000,4
Freeport LNG Investments LLP,0.0,55.2,0.0,0.0,55.2,0.0,55.2,1.0000,1
Gansu Zhangye Zhaohui Real Estate Co Ltd,0.0,0.0,55.2,0.0,0.0,55.2,55.2,0.0000,4
Anhui Province Investment Group Holding Co Ltd,55.1,0.0,0.0,0.0,55.1,0.0,55.1,1.0000,5
RS Renewables KK,0.0,0.0,55.1,0.0,0.0,55.1,55.1,0.0000,1
Hebei Jiantou Wind Energy Co Ltd,0.0,0.0,0.0,55.1,0.0,55.1,55.1,0.0000,1
Jayaswal Neco Industries Ltd,55.0,0.0,0.0,0.0,55.0,0.0,55.0,1.0000,1
JK Paper Ltd,55.0,0.0,0.0,0.0,55.0,0.0,55.0,1.0000,1
PT Fajar Surya Wisesa Tbk,55.0,0.0,0.0,0.0,55.0,0.0,55.0,1.0000,1
Kipas Holding AŞ,55.0,0.0,0.0,0.0,55.0,0.0,55.0,1.0000,1
City of Medicine Hat,0.0,55.0,0.0,0.0,55.0,0.0,55.0,1.0000,1
Energi Viborg A/S,0.0,55.0,0.0,0.0,55.0,0.0,55.0,1.0000,1
Shakhtinskaya GTES LLC,0.0,55.0,0.0,0.0,55.0,0.0,55.0,1.0000,1
Ironside Energy LLC,0.0,55.0,0.0,0.0,55.0,0.0,55.0,1.0000,1
Jiangsu Zhongtian Technology Co Ltd,0.0,0.0,55.0,0.0,0.0,55.0,55.0,0.0000,1
Gansu Tongjin Metallurgical Technology Co Ltd,0.0,0.0,55.0,0.0,0.0,55.0,55.0,0.0000,1
Hure Banner Power Investment New Energy Co Ltd,0.0,0.0,5.0,50.0,0.0,55.0,55.0,0.0000,2
Naiman Banner Dingxin Investment Group Co Ltd,0.0,0.0,55.0,0.0,0.0,55.0,55.0,0.0000,1
Jiangxi Taiming Photovoltaic Co Ltd,0.0,0.0,55.0,0.0,0.0,55.0,55.0,0.0000,2
Shenzhen Yongsheng New Energy Co Ltd,0.0,0.0,55.0,0.0,0.0,55.0,55.0,0.0000,2
Liaoyuan Mining Group Distribution Co Ltd,0.0,0.0,55.0,0.0,0.0,55.0,55.0,0.0000,1
Qinghai Water Conservancy and Hydropower (Group) Co Ltd,0.0,0.0,55.0,0.0,0.0,55.0,55.0,0.0000,4
Changzhou Xinguang New Energy Co Ltd,0.0,0.0,55.0,0.0,0.0,55.0,55.0,0.0000,2
Andel AMBA,0.0,0.0,55.0,0.0,0.0,55.0,55.0,0.0000,1
Mey Energy,0.0,0.0,55.0,0.0,0.0,55.0,55.0,0.0000,1
ArcLight Capital Partners LLC,0.0,0.0,55.0,0.0,0.0,55.0,55.0,0.0000,2
Sunshine Group,0.0,0.0,55.0,0.0,0.0,55.0,55.0,0.0000,1
Ethical Power,0.0,0.0,55.0,0.0,0.0,55.0,55.0,0.0000,1
Carolina Solar Energy LLC,0.0,0.0,55.0,0.0,0.0,55.0,55.0,0.0000,1
Landrace Holdings LLC,0.0,0.0,55.0,0.0,0.0,55.0,55.0,0.0000,1
Vleemo NV,0.0,0.0,0.0,55.0,0.0,55.0,55.0,0.0000,3
State Power Investment Corporation Hubei Lüdong New Energy Co Ltd,0.0,0.0,0.0,55.0,0.0,55.0,55.0,0.0000,1
State Power Investment Group Jiangsu New Energy Co Ltd,0.0,0.0,0.0,55.0,0.0,55.0,55.0,0.0000,1
EcoJoule Energy,0.0,0.0,0.0,55.0,0.0,55.0,55.0,0.0000,4
UHL Windkraft,0.0,0.0,0.0,55.0,0.0,55.0,55.0,0.0000,2
Zweite Invest-Wind Waldrach GmbH & Co KG,0.0,0.0,0.0,55.0,0.0,55.0,55.0,0.0000,1
Subhash Ltd,0.0,0.0,0.0,55.0,0.0,55.0,55.0,0.0000,2
AM Energie Rinnovabili,0.0,0.0,0.0,55.0,0.0,55.0,55.0,0.0000,2
Akhisar Rüz En El Ür San LTD Sti,0.0,0.0,0.0,55.0,0.0,55.0,55.0,0.0000,2
Enerjisa Enerji Uretim AS,0.0,0.0,0.0,55.0,0.0,55.0,55.0,0.0000,1
Korea Mine Rehabilitation & Mineral Resources Corp,55.0,0.0,0.0,0.0,55.0,0.0,55.0,1.0000,3
Erdos Anter Investment Co Ltd,54.9,0.0,0.0,0.0,54.9,0.0,54.9,1.0000,4
United Wagon Company PJSC,0.0,54.9,0.0,0.0,54.9,0.0,54.9,1.0000,1
Liberty Utilities Co,0.0,0.0,54.9,0.0,0.0,54.9,54.9,0.0000,1
ASMA Capital Partners BSC,0.0,54.9,0.0,0.0,54.9,0.0,54.9,1.0000,1
Tilia Holdings Limited LLC,0.0,54.9,0.0,0.0,54.9,0.0,54.9,1.0000,2
China Power Construction New Energy Co Ltd,0.0,0.0,4.8,50.0,0.0,54.8,54.8,0.0000,2
Urumqi Industrial Investment New Energy Co Ltd,0.0,0.0,0.0,54.7,0.0,54.7,54.7,0.0000,1
Stadtwerke Potsdam GmbH,0.0,54.6,0.0,0.0,54.6,0.0,54.6,1.0000,2
Omnicane Ltd,54.4,0.0,0.0,0.0,54.4,0.0,54.4,1.0000,3
Proton Energy Group,0.0,0.0,54.4,0.0,0.0,54.4,54.4,0.0000,2
TBEA,0.0,0.0,54.4,0.0,0.0,54.4,54.4,0.0000,3
Maike Investment Holding Co Ltd,54.1,0.0,0.0,0.0,54.1,0.0,54.1,1.0000,6
Lu'an Chemical Group Co Ltd,54.0,0.0,0.0,0.0,54.0,0.0,54.0,1.0000,4
Shandong Goldencailun Paper Co Ltd,54.0,0.0,0.0,0.0,54.0,0.0,54.0,1.0000,2
PT Rodamas,54.0,0.0,0.0,0.0,54.0,0.0,54.0,1.0000,2
Electricite De Guinee SA,0.0,54.0,0.0,0.0,54.0,0.0,54.0,1.0000,1
Progressive Energy Corporation SA de CV,0.0,54.0,0.0,0.0,54.0,0.0,54.0,1.0000,1
National Capital Territory of Delhi,0.0,54.0,0.0,0.0,54.0,0.0,54.0,1.0000,1
Haugland Group LLC,0.0,54.0,0.0,0.0,54.0,0.0,54.0,1.0000,1
Zahid Group,0.0,54.0,0.0,0.0,54.0,0.0,54.0,1.0000,1
Atiaia Energia SA,0.0,0.0,54.0,0.0,0.0,54.0,54.0,0.0000,2
Sawridge First Nation,0.0,0.0,25.0,29.0,0.0,54.0,54.0,0.0000,6
Gansu Heihe Hydropower Industry Investment Co Ltd,0.0,0.0,54.0,0.0,0.0,54.0,54.0,0.0000,3
Jilin Zhongkai New Energy Development and Utilization Co Ltd,0.0,0.0,54.0,0.0,0.0,54.0,54.0,0.0000,7
Beijing Zhongke Xinrun Energy Technology Co Ltd,0.0,0.0,54.0,0.0,0.0,54.0,54.0,0.0000,1
Zhangbei County Darong New Energy Development Co Ltd,0.0,0.0,24.0,30.0,0.0,54.0,54.0,0.0000,2
Terralight Rajapalayam Solar Pvt Ltd,0.0,0.0,54.0,0.0,0.0,54.0,54.0,0.0000,1
SENS-STEAG Solar Energy Solutions,0.0,0.0,54.0,0.0,0.0,54.0,54.0,0.0000,1
Mitsuuroko Green Energy Co Ltd,0.0,0.0,20.0,34.0,0.0,54.0,54.0,0.0000,3
Rural Energy Authority of Kenya,0.0,0.0,54.0,0.0,0.0,54.0,54.0,0.0000,1
NEPI Rockcastle,0.0,0.0,54.0,0.0,0.0,54.0,54.0,0.0000,1
New Energy Turlock,0.0,0.0,54.0,0.0,0.0,54.0,54.0,0.0000,1
Zenith Energy Ltd,0.0,0.0,0.0,54.0,0.0,54.0,54.0,0.0000,2
Jiangyin Sulong Thermal Power Co Ltd,0.0,0.0,0.0,54.0,0.0,54.0,54.0,0.0000,1
Sorgenia France,0.0,0.0,0.0,54.0,0.0,54.0,54.0,0.0000,1
Ingenieurbüro Henning Holst,0.0,0.0,0.0,54.0,0.0,54.0,54.0,0.0000,4
Altrade Group,0.0,0.0,0.0,54.0,0.0,54.0,54.0,0.0000,2
C&C Energy,0.0,0.0,0.0,54.0,0.0,54.0,54.0,0.0000,1
C-Tech Corp,0.0,0.0,0.0,54.0,0.0,54.0,54.0,0.0000,3
CETSA SA de CV,0.0,0.0,0.0,54.0,0.0,54.0,54.0,0.0000,1
Community Owners - Waddenwind,0.0,0.0,0.0,54.0,0.0,54.0,54.0,0.0000,1
Troms Kraft Produksjon AS,0.0,0.0,0.0,54.0,0.0,54.0,54.0,0.0000,1
Enerco,0.0,0.0,0.0,54.0,0.0,54.0,54.0,0.0000,4
Rubicept (RF) Pty Ltd,0.0,0.0,0.0,54.0,0.0,54.0,54.0,0.0000,2
Glenmont Partners,0.0,0.0,0.0,54.0,0.0,54.0,54.0,0.0000,2
Deniz El Ür LTD STI,0.0,0.0,0.0,54.0,0.0,54.0,54.0,0.0000,3
Esinti En Ür Tic AS,0.0,0.0,0.0,54.0,0.0,54.0,54.0,0.0000,1
Arz Res Rüzgar En El Ür AS,0.0,0.0,0.0,54.0,0.0,54.0,54.0,0.0000,1
Arova Res Elektrik Ür AS,0.0,0.0,0.0,54.0,0.0,54.0,54.0,0.0000,1
Guizhou New Industrialization Development Equity Investment Fund Partnership LP,0.0,0.0,0.0,54.0,0.0,54.0,54.0,0.0000,2
Beijing Huatai Haida Holding Co Ltd,0.0,0.0,0.0,53.9,0.0,53.9,53.9,0.0000,1
Shandong Yizhou State Owned Assets Management Group Co Ltd,20.6,33.2,0.0,0.0,53.8,0.0,53.8,1.0000,2
Volterra SA,0.0,0.0,0.0,53.8,0.0,53.8,53.8,0.0000,3
Hunan Zhongshui Investment Co Ltd,0.0,0.0,9.7,44.0,0.0,53.7,53.7,0.0000,6
Oncorp,0.0,53.6,0.0,0.0,53.6,0.0,53.6,1.0000,1
Tongliao City Investment Group Co Ltd,53.6,0.0,0.0,0.0,53.6,0.0,53.6,1.0000,3
ENA Group,0.0,53.4,0.0,0.0,53.4,0.0,53.4,1.0000,1
Reden Solar SAS,0.0,0.0,53.4,0.0,0.0,53.4,53.4,0.0000,2
Yunnan Green Energy Industry Group Co Ltd,0.0,0.0,53.1,0.0,0.0,53.1,53.1,0.0000,1
Stadtwerke Dessau,0.0,53.0,0.0,0.0,53.0,0.0,53.0,1.0000,1
KC Energy,0.0,0.0,53.0,0.0,0.0,53.0,53.0,0.0000,1
UDP Renewables,0.0,0.0,53.0,0.0,0.0,53.0,53.0,0.0000,2
Centrans Group,0.0,0.0,0.0,53.0,0.0,53.0,53.0,0.0000,1
ITER,0.0,0.0,0.0,53.0,0.0,53.0,53.0,0.0000,3
A Res Elektrik Ür AS,0.0,0.0,0.0,53.0,0.0,53.0,53.0,0.0000,1
Briza El Ür AS,0.0,0.0,0.0,53.0,0.0,53.0,53.0,0.0000,1
Mare Mastir Rüz En San Tic AS,0.0,0.0,0.0,53.0,0.0,53.0,53.0,0.0000,3
Yares Elektrik Üretim AS,0.0,0.0,0.0,53.0,0.0,53.0,53.0,0.0000,1
Se Santral Elektrik Üretim SAN VE TIC AS,0.0,0.0,0.0,53.0,0.0,53.0,53.0,0.0000,1
Hainan Fengsheng New Energy Technology Development Co Ltd,0.0,0.0,0.0,52.9,0.0,52.9,52.9,0.0000,1
Ningbo Xinda Investment Co Ltd,0.0,0.0,0.0,52.8,0.0,52.8,52.8,0.0000,3
Fusion Holdings Pvt Ltd,0.0,52.8,0.0,0.0,52.8,0.0,52.8,1.0000,2
Heilongjiang Hecheng Construction Investment Development Co Ltd,52.8,0.0,0.0,0.0,52.8,0.0,52.8,1.0000,2
Energias do Acre Spe Ltda,0.0,52.8,0.0,0.0,52.8,0.0,52.8,1.0000,1
Royal Can Making Company Ltd,0.0,52.8,0.0,0.0,52.8,0.0,52.8,1.0000,1
Greenergy for Global Inc,0.0,0.0,52.8,0.0,0.0,52.8,52.8,0.0000,1
ONGC NTPC Green Energy,0.0,0.0,0.0,52.8,0.0,52.8,52.8,0.0000,1
SOWITEC Group,0.0,0.0,0.0,52.8,0.0,52.8,52.8,0.0000,1
Shandong Landi New Energy Co Ltd,0.0,0.0,52.8,0.0,0.0,52.8,52.8,0.0000,2
Aream & Co,0.0,0.0,0.0,52.7,0.0,52.7,52.7,0.0000,5
National Energy Holdings,0.0,0.0,0.0,52.7,0.0,52.7,52.7,0.0000,3
APD Ventures Ltd,0.0,52.5,0.0,0.0,52.5,0.0,52.5,1.0000,1
Caterpillar Inc,0.0,52.5,0.0,0.0,52.5,0.0,52.5,1.0000,1
Inner Mongolia Shengyuan Energy Group Inner Mongolia Yizheng New Energy Technology Development Co Ltd,0.0,0.0,52.5,0.0,0.0,52.5,52.5,0.0000,1
afterFIT Co Ltd,0.0,0.0,52.5,0.0,0.0,52.5,52.5,0.0000,2
Nanxu Electric Power Co Ltd,0.0,0.0,52.5,0.0,0.0,52.5,52.5,0.0000,1
Jiangsu Gaoyijia Environmental Protection Co Ltd,0.0,0.0,0.0,52.5,0.0,52.5,52.5,0.0000,1
Promotora Mexpac SA de CV,0.0,52.4,0.0,0.0,52.4,0.0,52.4,1.0000,1
Putian City state-owned Assets Investment Co Ltd,52.3,0.0,0.0,0.0,52.3,0.0,52.3,1.0000,2
Yes Bank Ltd,52.2,0.0,0.0,0.0,52.2,0.0,52.2,1.0000,1
Shenmu County Shenxing Coal-Power-Chemical Co Ltd,52.1,0.0,0.0,0.0,52.1,0.0,52.1,1.0000,2
Hubei YIHUA Group Co Ltd,52.1,0.0,0.0,0.0,52.1,0.0,52.1,1.0000,2
Metallurgical Corporation of China Ltd,52.1,0.0,0.0,0.0,52.1,0.0,52.1,1.0000,3
Termo Caribe SASESP,0.0,52.0,0.0,0.0,52.0,0.0,52.0,1.0000,1
Sønderborg Fjernvarme Amba,0.0,52.0,0.0,0.0,52.0,0.0,52.0,1.0000,1
Equi-Fibres Beteiligungs GmbH,0.0,52.0,0.0,0.0,52.0,0.0,52.0,1.0000,2
GreenGen Pte Ltd,0.0,52.0,0.0,0.0,52.0,0.0,52.0,1.0000,1
Nan Ya Plastics Corp,0.0,52.0,0.0,0.0,52.0,0.0,52.0,1.0000,1
Heilongjiang Haotai New Energy Technology Co Ltd,0.0,0.0,0.0,52.0,0.0,52.0,52.0,0.0000,1
Huaiyang Lianhao Windpower Development Co Ltd,0.0,0.0,0.0,52.0,0.0,52.0,52.0,0.0000,2
Hunan Mingsheng New Energy Technology Co Ltd,0.0,0.0,0.0,52.0,0.0,52.0,52.0,0.0000,1
Union Investment,0.0,0.0,0.0,52.0,0.0,52.0,52.0,0.0000,2
VetroEnergoTechnologii LLP,0.0,0.0,0.0,52.0,0.0,52.0,52.0,0.0000,1
NorthWind Power Development Corporation (NorthWind),0.0,0.0,0.0,52.0,0.0,52.0,52.0,0.0000,2
Chongqing Water Conservancy Investment (Group) Co Ltd,52.0,0.0,0.0,0.0,52.0,0.0,52.0,1.0000,16
Mabna Khavar Miyaneh Co,0.0,51.7,0.0,0.0,51.7,0.0,51.7,1.0000,1
Pars Aryan Investment Co,0.0,51.7,0.0,0.0,51.7,0.0,51.7,1.0000,1
Pasargad Arzesh Afarinan Co,0.0,51.7,0.0,0.0,51.7,0.0,51.7,1.0000,1
Rahbord Sarmaye Iranian Co,0.0,51.7,0.0,0.0,51.7,0.0,51.7,1.0000,1
Tejarat Pishegan Mihan Negar Pars Co,0.0,51.7,0.0,0.0,51.7,0.0,51.7,1.0000,1
Hiap Teck Venture Bhd,0.0,51.7,0.0,0.0,51.7,0.0,51.7,1.0000,3
Sandpiper Ltd,0.0,0.0,0.0,51.7,0.0,51.7,51.7,0.0000,2
Anergi Turkana Investments Ltd,0.0,0.0,0.0,51.7,0.0,51.7,51.7,0.0000,2
Blackrock Alternatives,0.0,0.0,0.0,51.7,0.0,51.7,51.7,0.0000,2
KP&P Africa BV,0.0,0.0,0.0,51.7,0.0,51.7,51.7,0.0000,2
Finnfund,0.0,0.0,0.0,51.7,0.0,51.7,51.7,0.0000,2
WIND1 A/S,0.0,0.0,0.0,51.6,0.0,51.6,51.6,0.0000,5
Velocita Energies,0.0,0.0,0.0,51.6,0.0,51.6,51.6,0.0000,2
Shouguang Zhongkai Industrial Technology Center LP,51.6,0.0,0.0,0.0,51.6,0.0,51.6,1.0000,2
Hebei Construction Investment Group Co Ltd,0.0,0.0,0.0,51.5,0.0,51.5,51.5,0.0000,3
Éolectric SEC,0.0,0.0,0.0,51.5,0.0,51.5,51.5,0.0000,1
Anqiu Puhui Photovoltaic Energy Co Ltd,0.0,0.0,51.5,0.0,0.0,51.5,51.5,0.0000,2
Funeng Fuhua (Pingtan) Equity Investment Partnership LP,51.4,0.0,0.0,0.0,51.4,0.0,51.4,1.0000,8
FIRST GLORY SERVICES Ltd,0.0,51.3,0.0,0.0,51.3,0.0,51.3,1.0000,1
City of Marquette (Michigan),0.0,51.3,0.0,0.0,51.3,0.0,51.3,1.0000,1
O2 Renewable Energy III Pvt Ltd,0.0,0.0,0.0,51.3,0.0,51.3,51.3,0.0000,1
Xinjiang New Energy (Group) Co Ltd,0.0,0.0,20.0,31.2,0.0,51.2,51.2,0.0000,2
Chongqing Changshou Investment Development Group Co Ltd,51.2,0.0,0.0,0.0,51.2,0.0,51.2,1.0000,4
Haojun Development Group Co Ltd,0.0,51.2,0.0,0.0,51.2,0.0,51.2,1.0000,2
Stadtwerke Augsburg Holding GmbH,0.0,51.1,0.0,0.0,51.1,0.0,51.1,1.0000,2
Chongqing Kaiqian Investment Group Co Ltd,51.0,0.0,0.0,0.0,51.0,0.0,51.0,1.0000,2
Shandong Salt Group Co Ltd,0.0,0.0,51.0,0.0,0.0,51.0,51.0,0.0000,1
ENN Energy Holdings,51.0,0.0,0.0,0.0,51.0,0.0,51.0,1.0000,2
Jiangsu Hehai New Energy Co Ltd,51.0,0.0,0.0,0.0,51.0,0.0,51.0,1.0000,2
Polat Yol Yapı Sanayi Ve Ticaret AŞ,51.0,0.0,0.0,0.0,51.0,0.0,51.0,1.0000,1
Laesa Ltd,0.0,51.0,0.0,0.0,51.0,0.0,51.0,1.0000,1
Technomen Kinetics Pvt Ltd,0.0,51.0,0.0,0.0,51.0,0.0,51.0,1.0000,2
CBEI LLC,0.0,51.0,0.0,0.0,51.0,0.0,51.0,1.0000,2
Sky Global Partners LLC,0.0,51.0,0.0,0.0,51.0,0.0,51.0,1.0000,1
Delaware Municipal Electric Corp,0.0,51.0,0.0,0.0,51.0,0.0,51.0,1.0000,1
BCI JSC,0.0,0.0,51.0,0.0,0.0,51.0,51.0,0.0000,2
China Power (New Energy) Holdings Co Ltd,0.0,0.0,51.0,0.0,0.0,51.0,51.0,0.0000,4
Sinohydro Guazhou Wind Power Co Ltd,0.0,0.0,51.0,0.0,0.0,51.0,51.0,0.0000,2
CLP Sichuan (Jiangbian) Power Generation Co Ltd,0.0,0.0,51.0,0.0,0.0,51.0,51.0,0.0000,1
Chaokang Investment Co Ltd,0.0,0.0,51.0,0.0,0.0,51.0,51.0,0.0000,2
Nanjing China Nuclear Solar Technology Co Ltd,0.0,0.0,51.0,0.0,0.0,51.0,51.0,0.0000,1
Inner Mongolia Energy Construction Investment (Group) Co Ltd,0.0,0.0,51.0,0.0,0.0,51.0,51.0,0.0000,1
Da'an Jingke Electric Power Co Ltd,0.0,0.0,51.0,0.0,0.0,51.0,51.0,0.0000,1
Hengfeng County Jingneng Power Co Ltd,0.0,0.0,51.0,0.0,0.0,51.0,51.0,0.0000,1
Conquest Group,0.0,0.0,51.0,0.0,0.0,51.0,51.0,0.0000,2
Skovgaard Invest ApS,0.0,0.0,24.0,27.0,0.0,51.0,51.0,0.0000,6
Perseo SRL,0.0,0.0,51.0,0.0,0.0,51.0,51.0,0.0000,2
Polat Enerji Sanayi ve Ticaret AŞ,0.0,0.0,26.0,25.0,0.0,51.0,51.0,0.0000,3
Magnetar Solar,0.0,0.0,51.0,0.0,0.0,51.0,51.0,0.0000,2
Storm,0.0,0.0,0.0,51.0,0.0,51.0,51.0,0.0000,4
Elektroprivreda HZHB Mostar dd,0.0,0.0,0.0,51.0,0.0,51.0,51.0,0.0000,1
RMS Energy Dalhousie Mountain LP,0.0,0.0,0.0,51.0,0.0,51.0,51.0,0.0000,1
Huarun Power Investment Company Southwest Branch,0.0,0.0,0.0,51.0,0.0,51.0,51.0,0.0000,1
Huaneng International Power Co. Guangxi Clean Energy Branch,0.0,0.0,0.0,51.0,0.0,51.0,51.0,0.0000,1
China Power Scientific Research Institute Co Ltd,0.0,0.0,0.0,51.0,0.0,51.0,51.0,0.0000,1
Hubei Energy Group,0.0,0.0,0.0,51.0,0.0,51.0,51.0,0.0000,1
Guoadian Jingbian New Energy Co Ltd,0.0,0.0,0.0,51.0,0.0,51.0,51.0,0.0000,1
State Power Investment Group Shandong New Energy Co,0.0,0.0,0.0,51.0,0.0,51.0,51.0,0.0000,1
Buerjin County Guoyuan Tianli Windpower Co Ltd,0.0,0.0,0.0,51.0,0.0,51.0,51.0,0.0000,1
Repower Systems AG,0.0,0.0,0.0,51.0,0.0,51.0,51.0,0.0000,2
Jindal Aluminium,0.0,0.0,0.0,51.0,0.0,51.0,51.0,0.0000,2
SFE Produksjon AS,0.0,0.0,0.0,51.0,0.0,51.0,51.0,0.0000,1
Kovanci Elektrik Üretim AŞ,0.0,0.0,0.0,51.0,0.0,51.0,51.0,0.0000,1
Düzhan Enerji Yat Ür Ve Tic AS,0.0,0.0,0.0,51.0,0.0,51.0,51.0,0.0000,2
Xinghe County Urban Construction Investment Co Ltd,0.0,0.0,50.9,0.0,0.0,50.9,50.9,0.0000,1
Inter-American Investment Corporation (IIC),0.0,0.0,33.3,17.5,0.0,50.8,50.8,0.0000,3
Akershus Energi,0.0,0.0,0.0,50.8,0.0,50.8,50.8,0.0000,2
GEG ENeR,0.0,0.0,0.0,50.8,0.0,50.8,50.8,0.0000,3
Xinjiang Qinghua Entrepreneurship Consulting Co Ltd,50.7,0.0,0.0,0.0,50.7,0.0,50.7,1.0000,3
Bellevue Gold,0.0,0.0,26.6,24.0,0.0,50.6,50.6,0.0000,3
Grupo Rensa,0.0,0.0,50.6,0.0,0.0,50.6,50.6,0.0000,1
Independence Wind Energy,0.0,0.0,0.0,50.6,0.0,50.6,50.6,0.0000,1
Jiangsu Junhui Enterprise Management Center (Limited Partnership),0.0,50.6,0.0,0.0,50.6,0.0,50.6,1.0000,2
Al Bilal Group,0.0,0.0,50.5,0.0,0.0,50.5,50.5,0.0000,3
Bay Temiz Enerji Elektrik Üretim Inşaat Sanayi Ve Ticaret AS,0.0,0.0,0.0,50.5,0.0,50.5,50.5,0.0000,1
Naturel Yenilenebilir Enerji,0.0,0.0,50.5,0.0,0.0,50.5,50.5,0.0000,11
Qinghai Water Conservancy and Hydropower Group Mangya Wind Power Co Ltd,0.0,0.0,0.0,50.5,0.0,50.5,50.5,0.0000,1
Guodian Anhui Power Co Ltd,0.0,0.0,50.4,0.0,0.0,50.4,50.4,0.0000,2
Vectren Corp,0.0,0.0,50.4,0.0,0.0,50.4,50.4,0.0000,1
Lahti Energia Oy,21.0,29.2,0.0,0.0,50.2,0.0,50.2,1.0000,3
Dadi Chemical,50.2,0.0,0.0,0.0,50.2,0.0,50.2,1.0000,2
Shaanxi Topray Solar Co Ltd,0.0,0.0,50.2,0.0,0.0,50.2,50.2,0.0000,2
NJR Clean Energy Ventures II Corp,0.0,0.0,50.2,0.0,0.0,50.2,50.2,0.0000,11
WF-SunE-SPS Solar Statutory Trust,0.0,0.0,50.2,0.0,0.0,50.2,50.2,0.0000,5
Yunnan Energy Investment New Energy Investment Development Co Ltd,0.0,0.0,50.2,0.0,0.0,50.2,50.2,0.0000,1
Shanghua Investment Co Ltd,50.2,0.0,0.0,0.0,50.2,0.0,50.2,1.0000,2
8point3 Operating Co LLC,0.0,0.0,50.1,0.0,0.0,50.1,50.1,0.0000,5
City of Lüdenscheid,0.0,50.0,0.0,0.0,50.0,0.0,50.0,1.0000,1
Ibox Energy,0.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0000,2
Heilongjiang Province Xinma Thermoelectricity Group Co Ltd,50.0,0.0,0.0,0.0,50.0,0.0,50.0,1.0000,2
Dalian Thermal POWER Co Ltd,50.0,0.0,0.0,0.0,50.0,0.0,50.0,1.0000,1
Hefei City Construction Investment holding(Group) Co Ltd,50.0,0.0,0.0,0.0,50.0,0.0,50.0,1.0000,1
Jinan Thermoelectricity Co Ltd,50.0,0.0,0.0,0.0,50.0,0.0,50.0,1.0000,1
Kekedala Zhongsheng Energy Co Ltd,50.0,0.0,0.0,0.0,50.0,0.0,50.0,1.0000,1
Yenenjiang Thermal Power Co Ltd,50.0,0.0,0.0,0.0,50.0,0.0,50.0,1.0000,1
Shandong Mingrui Thermal Power Co Ltd,50.0,0.0,0.0,0.0,50.0,0.0,50.0,1.0000,1
Beijing New Building Materials Public Limited Co,50.0,0.0,0.0,0.0,50.0,0.0,50.0,1.0000,1
Wuchang Tianbao Heating Power Co Ltd,50.0,0.0,0.0,0.0,50.0,0.0,50.0,1.0000,1
Shandong Linglong Rubber Co Ltd,50.0,0.0,0.0,0.0,50.0,0.0,50.0,1.0000,1
