gvkey,fyear,conm,fic,sic,at,sale,ppent,capx,ceq,dltt,dlc,oibdp,xint,oancf,alpha,lambda,rho,kappa,delta,source
030874,2020,KEPCO-KOREA ELEC POWER CORP,KOR,4911,203142111.0,58569314.0,168709387.0,13281294.0,69296680.0,63094207.0,11251470.0,15634294.0,1995425.0,13208473.0,0.0011,0.3660,0.0770,6.6194,0.8487,compustat_global_utilities.csv
030874,2021,KEPCO-KOREA ELEC POWER CORP,KOR,4911,211108870.0,60574819.0,173119781.0,12668534.0,63769010.0,70326624.0,14613392.0,6078129.0,1914457.0,4473186.0,0.2676,0.4024,0.0288,2.3365,0.8280,compustat_global_utilities.csv
030874,2022,KEPCO-KOREA ELEC POWER CORP,KOR,4911,234804994.0,71257863.0,177865308.0,12346878.0,40545396.0,101495469.0,23273039.0,-20193741.0,2818546.0,-23477500.0,0.2821,0.5314,-0.0860,-8.3296,0.8135,compustat_global_utilities.csv
030874,2023,KEPCO-KOREA ELEC POWER CORP,KOR,4911,239714965.0,88219461.0,179875535.0,13908373.0,35845043.0,95705598.0,41734112.0,8490615.0,4451659.0,1522162.0,0.2415,0.5733,0.0354,0.3419,0.6963,compustat_global_utilities.csv
030874,2024,KEPCO-KOREA ELEC POWER CORP,KOR,4911,246807795.0,93398896.0,182982763.0,14216037.0,39915236.0,91187412.0,45045444.0,22362065.0,4665095.0,15876116.0,0.2415,0.5520,0.0906,3.4032,0.6693,compustat_global_utilities.csv
060844,2010,CENTRAL PUERTO SA,ARG,4931,1236.247,1898.387,588.381,4.221,747.218,0.0,123.383,251.884,20.256,-62.53,0.7529,0.0998,0.2037,-3.0870,0.0000,compustat_global_utilities.csv
060844,2011,CENTRAL PUERTO SA,ARG,4931,1577.205,1907.641,567.764,38.286,918.746,70.0,38.823,362.728,22.643,286.853,0.7529,0.0690,0.2300,12.6685,0.6432,compustat_global_utilities.csv
060844,2012,CENTRAL PUERTO SA,ARG,4931,1466.767,1045.131,733.326,17.445,1019.213,18.132,92.521,15.071,15.545,137.828,0.7529,0.0754,0.0103,8.8664,0.1639,compustat_global_utilities.csv
060844,2013,CENTRAL PUERTO SA,ARG,4931,1689.061,518.718,687.515,49.282,1192.678,0.0,69.524,15.329,18.051,-44.569,0.7529,0.0412,0.0091,-2.4691,0.0000,compustat_global_utilities.csv
060844,2014,CENTRAL PUERTO SA,ARG,4931,6300.703,1299.447,1503.894,45.367,3454.329,707.74,289.354,192.368,43.652,219.517,0.7529,0.1583,0.0305,5.0288,0.7098,compustat_global_utilities.csv
060844,2015,CENTRAL PUERTO SA,ARG,4931,9557.982,3226.537,1968.148,1143.843,4660.95,861.268,1164.74,1493.087,261.155,1155.248,0.6890,0.2120,0.1562,4.4236,0.4251,compustat_global_utilities.csv
060844,2016,CENTRAL PUERTO SA,ARG,4931,12722.961,5320.413,2811.539,2188.359,5147.299,1284.783,2340.9,2688.815,529.999,2088.607,0.6890,0.2850,0.2113,3.9408,0.3544,compustat_global_utilities.csv
060844,2017,CENTRAL PUERTO SA,ARG,4931,17078.969,5956.596,7431.728,3483.521,7071.965,2534.287,2258.642,2923.07,626.981,2388.983,0.6890,0.2806,0.1712,3.8103,0.5288,compustat_global_utilities.csv
060844,2018,CENTRAL PUERTO SA,ARG,4931,57259.866,14265.37,22567.418,6958.953,32461.177,6191.274,2485.578,7852.177,1616.665,4612.861,0.6890,0.1515,0.1371,2.8533,0.7135,compustat_global_utilities.csv
060844,2019,CENTRAL PUERTO SA,ARG,4931,118795.975,35960.784,56696.733,25970.996,58360.078,30389.083,8025.892,17501.792,3381.071,11973.825,0.4828,0.3234,0.1473,3.5414,0.7911,compustat_global_utilities.csv
060844,2020,CENTRAL PUERTO SA,ARG,4931,158389.608,38108.16,79186.695,11970.431,84383.03,29902.651,19835.486,24238.225,4319.51,19293.617,0.5413,0.3140,0.1530,4.4666,0.6012,compustat_global_utilities.csv
060844,2021,CENTRAL PUERTO SA,ARG,4931,200958.884,57079.339,110623.326,5372.0,126627.299,35841.827,6304.485,33049.547,4820.871,26035.917,0.3952,0.2097,0.1645,5.4007,0.8504,compustat_global_utilities.csv
060844,2022,CENTRAL PUERTO SA,ARG,4931,381943.46,101392.706,197914.753,3350.719,261157.399,45240.939,18186.024,59970.061,3791.286,55638.188,0.9354,0.1661,0.1570,14.6753,0.7133,compustat_global_utilities.csv
060844,2023,CENTRAL PUERTO SA,ARG,4931,1403287.642,313568.164,758933.621,9834.94,834820.464,286373.907,48810.618,137518.884,22385.16,125614.776,1.0000,0.2389,0.0980,5.6115,0.8544,compustat_global_utilities.csv
060844,2024,CENTRAL PUERTO SA,ARG,4931,2662055.984,738169.736,1617870.189,142503.151,1800050.674,230012.557,150777.81,303864.516,55309.468,258223.038,0.8168,0.1430,0.1141,4.6687,0.6040,compustat_global_utilities.csv
064577,2010,COPEL-CIA PARANAENSE ENERGIA,BRA,4911,17859.432,6772.513,6663.945,353.367,11030.123,1280.982,704.252,1475.962,124.403,1247.742,0.0049,0.1112,0.0826,10.0298,0.6453,compustat_global_utilities.csv
064577,2011,COPEL-CIA PARANAENSE ENERGIA,BRA,4911,19121.663,7776.165,7209.123,821.919,11826.694,2057.985,116.487,2078.241,159.993,1147.896,0.0097,0.1137,0.1087,7.1747,0.9464,compustat_global_utilities.csv
064577,2012,COPEL-CIA PARANAENSE ENERGIA,BRA,4911,21211.554,8532.217,7871.849,875.604,12232.992,2987.546,274.009,1540.067,148.141,1395.216,0.0097,0.1538,0.0726,9.4182,0.9160,compustat_global_utilities.csv
064577,2013,COPEL-CIA PARANAENSE ENERGIA,BRA,4911,23111.445,9180.214,7983.632,420.227,12651.339,3517.161,1014.568,1867.612,248.642,1337.611,0.0097,0.1961,0.0808,5.3797,0.7761,compustat_global_utilities.csv
064577,2014,COPEL-CIA PARANAENSE ENERGIA,BRA,4911,25618.142,13918.517,8304.188,894.575,13330.689,4755.281,1299.117,3310.994,390.085,1091.372,0.0097,0.2363,0.1292,2.7978,0.7854,compustat_global_utilities.csv
064577,2015,COPEL-CIA PARANAENSE ENERGIA,BRA,4911,28947.657,14728.131,8692.682,752.529,14245.728,6528.425,1232.563,2475.135,785.584,1320.728,0.0142,0.2681,0.0855,1.6812,0.8412,compustat_global_utilities.csv
064577,2016,COPEL-CIA PARANAENSE ENERGIA,BRA,4911,30434.209,13101.753,8934.303,1284.436,14864.165,6235.162,2601.94,2530.703,61.766,1476.818,0.0102,0.2904,0.0832,23.9099,0.7056,compustat_global_utilities.csv
064577,2017,COPEL-CIA PARANAENSE ENERGIA,BRA,4911,33162.377,14024.573,9829.45,1205.508,15207.842,7413.755,2416.728,2771.241,92.35,989.206,0.0100,0.2964,0.0836,10.7115,0.7542,compustat_global_utilities.csv
064577,2018,COPEL-CIA PARANAENSE ENERGIA,BRA,4911,35930.1,14934.78,10840.663,1489.067,16032.925,8267.51,3297.928,3011.107,60.901,1770.971,0.0076,0.3219,0.0838,29.0795,0.7148,compustat_global_utilities.csv
064577,2019,COPEL-CIA PARANAENSE ENERGIA,BRA,4911,38312.55,16244.274,10684.934,543.13,17252.414,10215.302,1453.395,4177.76,35.703,2945.006,0.0045,0.3046,0.1090,82.4862,0.8754,compustat_global_utilities.csv
064577,2020,COPEL-CIA PARANAENSE ENERGIA,BRA,4911,46784.664,18633.249,9627.981,226.325,19959.111,7444.092,2640.281,5069.631,23.133,3940.844,0.0041,0.2155,0.1084,170.3559,0.7382,compustat_global_utilities.csv
064577,2021,COPEL-CIA PARANAENSE ENERGIA,BRA,4911,49537.535,23984.287,10346.647,338.137,21837.024,9267.3,2771.495,6162.263,14.814,3671.068,0.0083,0.2430,0.1244,247.8107,0.7698,compustat_global_utilities.csv
064577,2022,COPEL-CIA PARANAENSE ENERGIA,BRA,4911,49703.7,21927.721,10330.848,535.542,20817.364,11037.919,1690.055,3738.641,34.644,3902.649,0.0036,0.2561,0.0752,112.6501,0.8672,compustat_global_utilities.csv
064577,2023,COPEL-CIA PARANAENSE ENERGIA,BRA,4911,55819.074,21479.468,11078.021,204.805,23886.153,13281.394,1951.371,4768.945,89.87,3394.685,0.0036,0.2729,0.0854,37.7733,0.8719,compustat_global_utilities.csv
064577,2024,COPEL-CIA PARANAENSE ENERGIA,BRA,4911,57384.156,22651.036,8825.68,137.635,25674.718,14260.848,3313.817,5248.524,76.401,3393.536,0.0049,0.3063,0.0915,44.4174,0.8114,compustat_global_utilities.csv
064910,2010,EDP SA,PRT,4911,40488.853,14170.742,20323.583,2983.595,7854.558,14942.771,3004.187,3507.603,788.647,1842.144,0.0081,0.4433,0.0866,2.3358,0.8326,compustat_global_utilities.csv
064910,2011,EDP SA,PRT,4911,41267.629,15120.851,20708.313,2311.043,8109.534,15786.411,2998.698,3754.896,1674.878,2946.805,0.0712,0.4552,0.0910,1.7594,0.8404,compustat_global_utilities.csv
064910,2012,EDP SA,PRT,4911,42627.844,16339.854,20905.34,2118.998,8192.354,16720.507,3810.784,3574.592,959.31,1996.535,0.0712,0.4816,0.0839,2.0812,0.8144,compustat_global_utilities.csv
064910,2013,EDP SA,PRT,4911,42649.9,16103.19,20316.306,2522.501,8445.756,16188.628,4283.261,3399.615,1061.353,3519.85,0.0712,0.4800,0.0797,3.3164,0.7908,compustat_global_utilities.csv
064910,2014,EDP SA,PRT,4911,42873.017,16293.883,20523.1,1758.043,8681.465,16519.378,3972.494,3182.952,1118.588,3248.786,0.0712,0.4780,0.0742,2.9044,0.8061,compustat_global_utilities.csv
064910,2015,EDP SA,PRT,4911,42536.965,15516.799,22773.716,1835.636,8669.775,15719.581,3706.205,3093.556,1112.542,3084.134,0.1096,0.4567,0.0727,2.7722,0.8092,compustat_global_utilities.csv
064910,2016,EDP SA,PRT,4911,44083.746,14595.164,24193.736,2090.617,9406.287,15989.621,2600.789,3329.052,876.018,4041.82,0.1040,0.4217,0.0755,4.6139,0.8601,compustat_global_utilities.csv
064910,2017,EDP SA,PRT,4911,42075.049,15745.987,22730.615,1920.98,9545.938,16061.272,1573.879,2950.437,817.747,2235.593,0.1040,0.4191,0.0701,2.7338,0.9108,compustat_global_utilities.csv
064910,2018,EDP SA,PRT,4911,41626.96,15278.085,22707.511,1708.627,8968.178,13882.607,2868.982,2444.285,633.653,2938.074,0.0889,0.4024,0.0587,4.6367,0.8287,compustat_global_utilities.csv
