gvkey,fyear,conm,fic,sic,at,sale,ppent,capx,ceq,dltt,dlc,oibdp,xint,oancf,alpha,lambda,rho,kappa,delta,source
278765,2013,ASCENDANT GROUP LTD,BMU,4931,421.193,247.674,281.875,21.384,324.536,12.359,29.84,31.181,0.793,38.033,,0.1002,0.0740,47.9609,0.2929,compustat_global_utilities.csv
278765,2014,ASCENDANT GROUP LTD,BMU,4931,414.337,244.613,282.053,23.552,326.769,11.896,37.612,31.937,1.211,26.285,,0.1195,0.0771,21.7052,0.2403,compustat_global_utilities.csv
278765,2015,ASCENDANT GROUP LTD,BMU,4931,363.692,222.893,264.898,19.493,248.899,8.697,13.915,47.357,1.084,47.793,,0.0622,0.1302,44.0895,0.3846,compustat_global_utilities.csv
278765,2016,ASCENDANT GROUP LTD,BMU,4931,376.162,214.782,262.464,20.207,254.89,3.593,5.22,40.396,0.722,41.849,,0.0234,0.1074,57.9626,0.4077,compustat_global_utilities.csv
278765,2017,ASCENDANT GROUP LTD,BMU,4931,377.658,223.46,262.862,26.087,270.678,2.921,2.479,44.214,0.569,36.084,,0.0143,0.1171,63.4165,0.5409,compustat_global_utilities.csv
278765,2018,ASCENDANT GROUP LTD,BMU,4931,420.717,230.649,312.211,74.843,273.11,51.701,2.973,31.076,0.628,33.224,,0.1300,0.0739,52.9045,0.9456,compustat_global_utilities.csv
278765,2019,ASCENDANT GROUP LTD,BMU,4931,516.305,228.192,386.384,95.934,263.038,78.777,59.739,39.554,1.711,32.242,,0.2683,0.0766,18.8440,0.5687,compustat_global_utilities.csv
278784,2010,UNIPRO PJSC,RUS,4911,103212.872,50321.877,79599.684,16956.08,94135.572,0.0,0.0,14532.255,4.189,13208.405,1.0000,0.0000,0.1408,3153.1165,,compustat_global_utilities.csv
278784,2011,UNIPRO PJSC,RUS,4911,120273.555,66089.285,86716.212,13090.684,108469.639,0.0,0.0,22924.409,,22526.726,1.0000,0.0000,0.1906,,,compustat_global_utilities.csv
278784,2012,UNIPRO PJSC,RUS,4911,133595.449,75023.21,88625.688,11270.13,122867.717,0.0,0.0,29173.545,,23461.555,1.0000,0.0000,0.2184,,,compustat_global_utilities.csv
278784,2013,UNIPRO PJSC,RUS,4911,130743.49,78780.504,90416.319,15162.369,119284.083,0.0,0.0,29086.263,,23931.997,1.0000,0.0000,0.2225,,,compustat_global_utilities.csv
278784,2014,UNIPRO PJSC,RUS,4911,127699.405,77693.134,102996.512,17710.226,113468.328,0.0,0.0,26004.124,,23382.518,1.0000,0.0000,0.2036,,,compustat_global_utilities.csv
278784,2015,UNIPRO PJSC,RUS,4911,126765.157,76705.554,105902.885,12167.84,109907.017,0.0,0.0,22242.173,187.092,22428.336,1.0000,0.0000,0.1755,119.8786,,compustat_global_utilities.csv
278784,2016,UNIPRO PJSC,RUS,4911,109138.793,78031.936,96701.223,13668.702,94311.326,0.0,2307.756,22629.38,131.911,23536.661,1.0000,0.0211,0.2073,178.4283,0.0000,compustat_global_utilities.csv
278784,2017,UNIPRO PJSC,RUS,4911,126019.74,76521.542,106213.511,14708.097,113547.475,0.0,0.0,26724.782,66.398,33531.495,1.0000,0.0000,0.2121,505.0076,,compustat_global_utilities.csv
278784,2018,UNIPRO PJSC,RUS,4911,131025.499,77777.008,113931.935,13926.652,116234.34,515.844,237.238,27194.434,74.854,25506.488,1.0000,0.0057,0.2076,340.7498,0.6850,compustat_global_utilities.csv
278784,2019,UNIPRO PJSC,RUS,4911,136588.532,80279.71,121159.059,14393.167,120645.546,403.132,2742.891,29379.207,96.376,23373.257,1.0000,0.0230,0.2151,242.5216,0.1281,compustat_global_utilities.csv
278784,2020,UNIPRO PJSC,RUS,4911,135270.962,75316.709,122271.484,9999.328,120544.441,920.509,715.226,26088.298,134.997,22099.594,1.0000,0.0121,0.1929,163.7043,0.5627,compustat_global_utilities.csv
278784,2021,UNIPRO PJSC,RUS,4911,127448.256,88129.314,112286.38,11245.906,108653.069,696.832,3451.721,29950.619,115.834,27698.136,1.0000,0.0326,0.2350,239.1192,0.1680,compustat_global_utilities.csv
278784,2022,UNIPRO PJSC,RUS,4911,146366.579,105798.884,102010.25,5895.396,129710.123,635.091,184.978,41743.868,154.192,34639.509,1.0000,0.0056,0.2852,224.6518,0.7744,compustat_global_utilities.csv
278784,2023,UNIPRO PJSC,RUS,4911,166251.904,118631.946,95439.443,14193.504,152495.555,606.371,184.978,44206.22,147.577,31432.418,1.0000,0.0048,0.2659,212.9900,0.7662,compustat_global_utilities.csv
278784,2024,UNIPRO PJSC,RUS,4911,197150.055,128250.902,87625.501,13236.343,184124.704,620.178,219.888,48968.086,271.137,35832.365,1.0000,0.0043,0.2484,132.1559,0.7382,compustat_global_utilities.csv
279336,2010,ABU DHABI NATIONAL ENERGY CO,ARE,4911,116059.0,20866.0,78651.0,7503.0,13147.0,71748.0,5823.0,10760.0,3673.0,5573.0,0.7531,0.6684,0.0927,1.5173,0.9249,compustat_global_utilities.csv
279336,2011,ABU DHABI NATIONAL ENERGY CO,ARE,4911,114693.0,23173.0,77439.0,5697.0,11157.0,69198.0,5464.0,13926.0,4175.0,6911.0,0.7531,0.6510,0.1214,1.6553,0.9268,compustat_global_utilities.csv
279336,2012,ABU DHABI NATIONAL ENERGY CO,ARE,4911,122590.0,26448.0,79862.0,5081.0,11671.0,70418.0,9586.0,13296.0,4558.0,11705.0,0.7531,0.6526,0.1085,2.5680,0.8802,compustat_global_utilities.csv
279336,2013,ABU DHABI NATIONAL ENERGY CO,ARE,4911,121925.0,24224.0,81654.0,5554.0,8719.0,73393.0,6766.0,13229.0,4512.0,12452.0,0.7531,0.6574,0.1085,2.7598,0.9156,compustat_global_utilities.csv
279336,2014,ABU DHABI NATIONAL ENERGY CO,ARE,4911,115038.0,25539.0,79824.0,5737.0,5203.0,74598.0,2331.0,14337.0,4167.0,11888.0,0.7531,0.6687,0.1246,2.8529,0.9697,compustat_global_utilities.csv
279336,2015,ABU DHABI NATIONAL ENERGY CO,ARE,4911,108767.0,18506.0,74850.0,2970.0,3296.0,68716.0,6059.0,10173.0,3940.0,8593.0,0.7531,0.6875,0.0935,2.1810,0.9190,compustat_global_utilities.csv
279336,2016,ABU DHABI NATIONAL ENERGY CO,ARE,4911,104492.0,15742.0,73512.0,874.0,3283.0,65419.0,7147.0,9112.0,3925.0,8463.0,0.7531,0.6945,0.0872,2.1562,0.9015,compustat_global_utilities.csv
279336,2017,ABU DHABI NATIONAL ENERGY CO,ARE,4911,103033.0,16281.0,71610.0,1244.0,3770.0,63195.0,7337.0,9624.0,3640.0,8750.0,0.7531,0.6846,0.0934,2.4038,0.8960,compustat_global_utilities.csv
279336,2018,ABU DHABI NATIONAL ENERGY CO,ARE,4911,99337.0,17120.0,69456.0,1660.0,4513.0,61334.0,5281.0,9876.0,3546.0,8556.0,0.7531,0.6706,0.0994,2.4129,0.9207,compustat_global_utilities.csv
279336,2019,ABU DHABI NATIONAL ENERGY CO,ARE,4911,97559.0,17127.0,68710.0,1707.0,4312.0,60797.0,3285.0,9467.0,3410.0,8397.0,0.7531,0.6569,0.0970,2.4625,0.9487,compustat_global_utilities.csv
279336,2020,ABU DHABI NATIONAL ENERGY CO,ARE,4911,186927.0,23985.0,125949.0,2250.0,61909.0,67363.0,9312.0,10025.0,1353.0,10713.0,0.7531,0.4102,0.0536,7.9180,0.8786,compustat_global_utilities.csv
281448,2010,POWER GRID BANGLADESH PLC,BGD,4911,63084.037,5929.638,49775.614,6575.928,16049.729,39428.415,1790.36,4814.063,1406.15,2684.109,,0.6534,0.0763,1.9088,0.9566,compustat_global_utilities.csv
281448,2011,POWER GRID BANGLADESH PLC,BGD,4911,74503.73,6255.121,59226.763,11322.145,19781.648,44660.368,1808.318,4029.11,1358.938,1668.87,,0.6237,0.0541,1.2281,0.9611,compustat_global_utilities.csv
281448,2012,POWER GRID BANGLADESH PLC,BGD,4911,89155.704,7142.208,74410.438,17070.678,22131.499,54002.075,1991.313,5427.017,1449.586,4208.081,,0.6280,0.0609,2.9030,0.9644,compustat_global_utilities.csv
281448,2013,POWER GRID BANGLADESH PLC,BGD,4911,108661.568,7870.433,90629.599,19605.358,29356.947,63245.788,1966.838,5915.026,1493.27,5383.347,,0.6001,0.0544,3.6051,0.9698,compustat_global_utilities.csv
281448,2014,POWER GRID BANGLADESH PLC,BGD,4911,116276.163,8671.755,103006.946,13344.683,29317.954,64972.355,3482.284,6315.756,2219.657,5889.578,,0.5887,0.0543,2.6534,0.9491,compustat_global_utilities.csv
281448,2015,POWER GRID BANGLADESH PLC,BGD,4911,122013.205,9378.284,108527.678,9680.935,31396.406,65628.766,4125.553,6797.912,2623.986,5308.858,,0.5717,0.0557,2.0232,0.9409,compustat_global_utilities.csv
281448,2016,POWER GRID BANGLADESH PLC,BGD,4911,137970.936,12722.255,120044.914,14605.637,35439.347,89800.711,747.994,9116.191,2944.437,4199.344,,0.6563,0.0661,1.4262,0.9917,compustat_global_utilities.csv
281448,2017,POWER GRID BANGLADESH PLC,BGD,4911,158068.56,14368.352,138751.675,22810.416,41384.077,101732.309,752.767,10267.676,2936.686,9963.882,,0.6484,0.0650,3.3929,0.9927,compustat_global_utilities.csv
281448,2018,POWER GRID BANGLADESH PLC,BGD,4911,200134.026,15590.059,178389.64,43465.058,49833.796,129395.519,940.005,10677.321,3277.579,12679.894,,0.6512,0.0534,3.8687,0.9928,compustat_global_utilities.csv
281448,2019,POWER GRID BANGLADESH PLC,BGD,4911,245901.323,17782.782,213084.975,38985.496,66260.732,156740.747,777.575,12955.62,3249.458,6728.021,,0.6406,0.0527,2.0705,0.9951,compustat_global_utilities.csv
281448,2020,POWER GRID BANGLADESH PLC,BGD,4911,292716.742,18740.622,254763.509,46250.18,78675.696,185431.693,2001.576,14206.011,3995.751,12565.939,,0.6403,0.0485,3.1448,0.9893,compustat_global_utilities.csv
281448,2021,POWER GRID BANGLADESH PLC,BGD,4911,359803.465,21857.084,301117.52,74195.288,86004.422,242788.116,2033.002,13882.974,3943.499,9754.354,,0.6804,0.0386,2.4735,0.9917,compustat_global_utilities.csv
281448,2022,POWER GRID BANGLADESH PLC,BGD,4911,431868.054,23362.629,371112.892,70159.239,95266.599,306030.356,2880.476,17188.439,4457.928,8214.493,,0.7153,0.0398,1.8427,0.9907,compustat_global_utilities.csv
281448,2023,POWER GRID BANGLADESH PLC,BGD,4911,546910.466,24401.485,475163.054,91755.543,113659.135,401674.255,4552.418,18063.842,5533.347,11482.015,,0.7428,0.0330,2.0751,0.9888,compustat_global_utilities.csv
281448,2024,POWER GRID BANGLADESH PLC,BGD,4911,685061.581,27855.661,592743.069,82542.923,19714.177,499784.074,6977.93,21060.364,7206.023,11748.074,,0.7397,0.0307,1.6303,0.9862,compustat_global_utilities.csv
281448,2025,POWER GRID BANGLADESH PLC,BGD,4911,801986.842,30997.94,712131.877,94117.226,25820.52,596920.235,15073.547,23722.729,7327.496,15068.604,,0.7631,0.0296,2.0564,0.9754,compustat_global_utilities.csv
281492,2010,ENEL GENERACION PIURA SA,PER,4911,229.198,262.253,124.88,3.229,108.255,65.0,0.0,108.084,2.719,111.487,1.0000,0.2836,0.4716,41.0029,1.0000,compustat_global_utilities.csv
281492,2011,ENEL GENERACION PIURA SA,PER,4911,444.676,329.317,265.464,158.385,191.796,162.374,40.0,134.217,2.648,77.694,1.0000,0.4551,0.3018,29.3406,0.8023,compustat_global_utilities.csv
281492,2012,ENEL GENERACION PIURA SA,PER,4911,515.979,254.118,380.26,73.957,246.502,179.187,13.091,86.587,0.308,97.037,1.0000,0.3726,0.1678,315.0552,0.9319,compustat_global_utilities.csv
281492,2013,ENEL GENERACION PIURA SA,PER,4911,583.521,225.377,406.771,34.947,265.457,235.198,23.667,70.076,6.609,5.719,1.0000,0.4436,0.1201,0.8653,0.9086,compustat_global_utilities.csv
281492,2014,ENEL GENERACION PIURA SA,PER,4911,595.312,252.743,393.525,17.346,298.184,212.164,32.334,117.019,14.6,100.013,1.0000,0.4107,0.1966,6.8502,0.8678,compustat_global_utilities.csv
281492,2015,ENEL GENERACION PIURA SA,PER,4911,622.456,282.236,391.531,25.017,301.864,201.072,36.153,113.198,14.272,99.671,1.0000,0.3811,0.1819,6.9837,0.8476,compustat_global_utilities.csv
281492,2016,ENEL GENERACION PIURA SA,PER,4911,849.006,323.641,553.583,22.493,379.154,267.443,53.686,148.291,12.58,149.996,1.0000,0.3782,0.1747,11.9234,0.8328,compustat_global_utilities.csv
281492,2017,ENEL GENERACION PIURA SA,PER,4911,863.237,284.982,613.496,54.065,419.183,238.74,76.832,118.834,14.576,101.082,1.0000,0.3656,0.1377,6.9348,0.7565,compustat_global_utilities.csv
281492,2018,ENEL GENERACION PIURA SA,PER,4911,874.802,254.08,586.965,14.787,476.028,177.185,76.188,138.537,14.036,121.54,1.0000,0.2896,0.1584,8.6592,0.6993,compustat_global_utilities.csv
281492,2019,ENEL GENERACION PIURA SA,PER,4911,847.388,270.58,583.034,32.749,521.537,47.641,130.632,147.263,10.5,109.985,1.0000,0.2104,0.1738,10.4748,0.2672,compustat_global_utilities.csv
281492,2020,ENEL GENERACION PIURA SA,PER,4911,813.375,222.436,573.284,34.151,513.527,13.966,135.08,117.645,6.737,79.732,1.0000,0.1832,0.1446,11.8349,0.0937,compustat_global_utilities.csv
281492,2021,ENEL GENERACION PIURA SA,PER,4911,762.707,286.333,560.888,25.592,425.685,151.976,32.662,160.094,3.865,124.479,1.0000,0.2421,0.2099,32.2067,0.8231,compustat_global_utilities.csv
281492,2022,ENEL GENERACION PIURA SA,PER,4911,693.536,336.579,544.725,19.9,283.295,107.083,118.946,195.042,5.099,164.685,1.0000,0.3259,0.2812,32.2975,0.4738,compustat_global_utilities.csv
281492,2023,ENEL GENERACION PIURA SA,PER,4911,660.263,362.215,519.348,9.656,272.989,0.0,219.534,209.826,10.246,131.954,1.0000,0.3325,0.3178,12.8786,0.0000,compustat_global_utilities.csv
281492,2024,ENEL GENERACION PIURA SA,PER,4911,670.224,277.374,518.392,28.71,278.17,0.0,248.655,131.72,13.925,82.004,1.0000,0.3710,0.1965,5.8890,0.0000,compustat_global_utilities.csv
281684,2010,TERRITORY GENERATION CO NO 5,RUS,4911,42264.007,22551.034,11739.377,3763.842,23827.682,11127.399,2039.098,1874.909,716.027,2633.84,,0.3115,0.0444,3.6784,0.8451,compustat_global_utilities.csv
281684,2011,TERRITORY GENERATION CO NO 5,RUS,4911,43825.855,26122.204,10521.752,2953.742,24011.051,9587.248,6897.564,860.901,1222.37,-4221.618,,0.3761,0.0196,-3.4536,0.5816,compustat_global_utilities.csv
281684,2012,TERRITORY GENERATION CO NO 5,RUS,4911,54951.567,26148.197,28368.494,6465.563,25357.458,6243.014,13654.396,114.253,1561.8,-3066.976,,0.3621,0.0021,-1.9637,0.3138,compustat_global_utilities.csv
281684,2013,TERRITORY GENERATION CO NO 5,RUS,4911,61137.488,27305.153,36395.388,9259.324,23447.926,20896.878,6024.609,702.265,1738.226,1689.022,,0.4403,0.0115,0.9717,0.7762,compustat_global_utilities.csv
281712,2010,TRANSMISSORA ALIANCA DE ENER,BRA,4911,4575.83,798.594,12.741,15.738,2508.354,1487.279,54.017,696.437,150.564,605.247,0.0108,0.3368,0.1522,4.0199,0.9650,compustat_global_utilities.csv
281712,2011,TRANSMISSORA ALIANCA DE ENER,BRA,4911,6490.58,997.244,13.94,4.988,2252.472,2015.405,1314.304,894.211,198.796,-731.849,0.0108,0.5130,0.1378,-3.6814,0.6053,compustat_global_utilities.csv
281712,2012,TRANSMISSORA ALIANCA DE ENER,BRA,4911,9636.364,1223.676,17.456,6.127,4097.243,4341.467,429.554,1043.859,356.402,1034.659,0.0108,0.4951,0.1083,2.9031,0.9100,compustat_global_utilities.csv
281712,2013,TRANSMISSORA ALIANCA DE ENER,BRA,4911,9154.079,1447.851,22.861,7.76,4305.064,3425.203,942.16,1143.831,458.405,1186.028,0.0108,0.4771,0.1250,2.5873,0.7843,compustat_global_utilities.csv
281712,2014,TRANSMISSORA ALIANCA DE ENER,BRA,4911,8658.788,1495.804,24.175,12.683,4224.632,3239.588,605.806,1245.57,495.153,1726.941,0.0108,0.4441,0.1439,3.4877,0.8425,compustat_global_utilities.csv
281712,2015,TRANSMISSORA ALIANCA DE ENER,BRA,4911,8862.458,1542.465,22.805,7.702,4377.065,2807.991,864.554,1322.367,712.011,1684.987,0.0108,0.4144,0.1492,2.3665,0.7646,compustat_global_utilities.csv
281712,2016,TRANSMISSORA ALIANCA DE ENER,BRA,4911,8410.617,1391.074,21.519,6.569,4307.588,2381.087,909.37,1138.706,383.096,1613.393,0.0108,0.3912,0.1354,4.2115,0.7236,compustat_global_utilities.csv
281712,2017,TRANSMISSORA ALIANCA DE ENER,BRA,4911,8054.82,1077.059,23.277,16.25,4347.552,2603.381,401.779,761.608,233.003,1472.808,0.0094,0.3731,0.0946,6.3210,0.8663,compustat_global_utilities.csv
281712,2018,TRANSMISSORA ALIANCA DE ENER,BRA,4911,8616.294,1635.237,23.218,36.437,4572.052,2871.675,428.28,1134.999,175.797,1197.327,0.0094,0.3830,0.1317,6.8109,0.8702,compustat_global_utilities.csv
281712,2019,TRANSMISSORA ALIANCA DE ENER,BRA,4911,11229.976,1794.959,56.439,18.811,4926.795,4600.202,743.002,1102.046,234.859,896.179,0.0094,0.4758,0.0981,3.8158,0.8609,compustat_global_utilities.csv
281712,2020,TRANSMISSORA ALIANCA DE ENER,BRA,4911,14105.419,3561.286,73.676,41.179,6025.904,5803.047,449.739,2376.043,326.55,517.544,0.0094,0.4433,0.1684,1.5849,0.9281,compustat_global_utilities.csv
281712,2021,TRANSMISSORA ALIANCA DE ENER,BRA,4911,15895.635,3472.049,86.349,52.356,6684.756,5846.84,958.046,2676.467,422.764,1448.574,0.0212,0.4281,0.1684,3.4264,0.8592,compustat_global_utilities.csv
281712,2022,TRANSMISSORA ALIANCA DE ENER,BRA,4911,17309.081,1568.637,203.712,178.512,6570.476,7518.267,637.921,,623.5,2010.871,0.0105,0.4712,,3.2251,0.9218,compustat_global_utilities.csv
281712,2023,TRANSMISSORA ALIANCA DE ENER,BRA,4911,19448.656,2230.765,232.242,75.312,6679.31,8547.276,1155.364,1925.492,782.71,756.402,0.0063,0.4989,0.0990,0.9664,0.8809,compustat_global_utilities.csv
281712,2024,TRANSMISSORA ALIANCA DE ENER,BRA,4911,20431.093,2573.507,223.394,44.285,6939.504,8316.451,1483.414,2223.948,778.17,1540.337,0.0112,0.4797,0.1089,1.9794,0.8486,compustat_global_utilities.csv
281763,2010,REDBANK ENERGY LTD,AUS,4911,4277.597,1427.603,2156.417,92.313,429.697,2901.662,20.621,125.492,214.59,-134.73,,0.6832,0.0293,-0.6278,0.9929,compustat_global_utilities.csv
281763,2011,REDBANK ENERGY LTD,AUS,4911,352.283,63.174,0.0,35.458,-20.689,0.0,219.559,-1.724,21.126,9.812,,0.6232,-0.0049,0.4645,0.0000,compustat_global_utilities.csv
281763,2012,REDBANK ENERGY LTD,AUS,4911,288.567,62.674,114.542,2.328,-12.78,0.0,206.27,26.059,17.475,13.464,,0.7148,0.0903,0.7705,0.0000,compustat_global_utilities.csv
281763,2013,REDBANK ENERGY LTD,AUS,4911,253.551,89.614,61.329,4.934,16.143,0.0,192.746,26.788,16.584,7.224,,0.7602,0.1057,0.4356,0.0000,compustat_global_utilities.csv
281784,2010,ASCOPIAVE SPA,ITA,4932,759.25,855.884,43.814,16.787,375.535,6.226,117.17,73.705,1.466,32.47,0.0021,0.1625,0.0971,22.1487,0.0505,compustat_global_utilities.csv
281784,2011,ASCOPIAVE SPA,ITA,4932,988.496,1102.59,61.983,22.057,357.872,45.508,214.757,90.05,3.689,3.207,0.0021,0.2633,0.0911,0.8693,0.1749,compustat_global_utilities.csv
281784,2012,ASCOPIAVE SPA,ITA,4932,935.959,1078.038,40.534,3.802,384.054,30.033,191.811,97.104,4.361,45.266,0.0021,0.2370,0.1037,10.3797,0.1354,compustat_global_utilities.csv
281784,2013,ASCOPIAVE SPA,ITA,4932,848.438,854.334,39.277,1.915,397.689,65.401,107.245,97.687,2.715,96.351,0.0021,0.2035,0.1151,35.4884,0.3788,compustat_global_utilities.csv
281784,2014,ASCOPIAVE SPA,ITA,4932,867.488,585.3,36.614,1.315,405.357,56.783,185.131,74.812,2.225,56.164,0.0021,0.2789,0.0862,25.2422,0.2347,compustat_global_utilities.csv
281784,2015,ASCOPIAVE SPA,ITA,4932,782.454,581.655,34.987,0.901,415.264,44.251,101.574,78.788,1.137,69.221,0.0021,0.1864,0.1007,60.8804,0.3035,compustat_global_utilities.csv
281784,2016,ASCOPIAVE SPA,ITA,4932,733.304,497.689,32.364,1.164,438.055,34.898,68.042,94.069,0.601,68.461,0.0033,0.1404,0.1283,113.9118,0.3390,compustat_global_utilities.csv
281784,2017,ASCOPIAVE SPA,ITA,4932,791.929,532.792,32.334,1.129,445.511,54.637,80.784,83.075,0.554,50.549,0.0033,0.1710,0.1049,91.2437,0.4035,compustat_global_utilities.csv
281784,2018,ASCOPIAVE SPA,ITA,4932,845.53,581.652,32.724,2.557,443.567,55.111,131.159,95.27,1.023,68.69,0.0033,0.2203,0.1127,67.1457,0.2959,compustat_global_utilities.csv
281784,2019,ASCOPIAVE SPA,ITA,4932,1298.283,124.911,34.694,2.202,873.492,135.524,153.959,45.645,1.075,25.619,0.0033,0.2230,0.0352,23.8316,0.4682,compustat_global_utilities.csv
281784,2020,ASCOPIAVE SPA,ITA,4932,1363.106,163.896,33.443,1.015,853.903,196.562,166.812,65.204,1.543,42.157,0.0030,0.2666,0.0478,27.3215,0.5409,compustat_global_utilities.csv
281784,2021,ASCOPIAVE SPA,ITA,4932,1370.554,134.911,58.012,1.393,868.544,192.446,201.278,68.397,1.576,82.737,0.0021,0.2873,0.0499,52.4981,0.4888,compustat_global_utilities.csv
281784,2022,ASCOPIAVE SPA,ITA,4932,1647.616,163.651,138.432,25.181,866.28,279.939,218.196,81.51,5.13,98.52,0.0029,0.3023,0.0495,19.2047,0.5620,compustat_global_utilities.csv
281784,2023,ASCOPIAVE SPA,ITA,4932,1461.984,180.794,156.475,25.785,844.753,297.859,149.912,100.627,11.112,6.128,0.0024,0.3063,0.0688,0.5515,0.6652,compustat_global_utilities.csv
281784,2024,ASCOPIAVE SPA,ITA,4932,1452.32,204.958,161.897,16.025,847.966,315.421,110.179,105.593,12.688,101.184,0.0024,0.2930,0.0727,7.9748,0.7411,compustat_global_utilities.csv
282044,2010,KENYA ELEC GENERATING CO,KEN,4911,143611.431,11142.729,102230.784,13360.515,63314.528,59636.829,1876.081,6499.112,741.491,1582.229,0.9552,0.4283,0.0453,2.1338,0.9695,compustat_global_utilities.csv
282044,2011,KENYA ELEC GENERATING CO,KEN,4911,160993.29,14389.027,116786.429,19169.926,69418.587,64166.527,4480.481,9238.293,4396.453,4512.526,0.9552,0.4264,0.0574,1.0264,0.9347,compustat_global_utilities.csv
282044,2012,KENYA ELEC GENERATING CO,KEN,4911,163144.873,15999.078,120664.699,9020.497,70179.554,61850.22,7265.504,11100.883,4278.14,3050.306,0.9552,0.4236,0.0680,0.7130,0.8949,compustat_global_utilities.csv
282044,2013,KENYA ELEC GENERATING CO,KEN,4911,188673.282,16451.195,153201.471,37396.364,74128.739,73934.313,7000.387,10980.576,4082.831,22962.649,0.9552,0.4290,0.0582,5.6242,0.9135,compustat_global_utilities.csv
282044,2014,KENYA ELEC GENERATING CO,KEN,4911,250205.524,17423.771,209235.821,61084.354,76709.673,122324.111,13790.779,10928.93,4299.088,12107.019,0.9552,0.5440,0.0437,2.8162,0.8987,compustat_global_utilities.csv
282044,2015,KENYA ELEC GENERATING CO,KEN,4911,342519.995,25602.038,305378.764,27231.523,141594.091,137191.309,9427.225,17848.103,4856.825,12525.691,0.9552,0.4281,0.0521,2.5790,0.9357,compustat_global_utilities.csv
282044,2016,KENYA ELEC GENERATING CO,KEN,4911,367248.796,36399.506,320932.98,26946.907,172742.682,126149.009,10757.003,23381.113,5159.212,29256.013,0.9552,0.3728,0.0637,5.6706,0.9214,compustat_global_utilities.csv
282044,2017,KENYA ELEC GENERATING CO,KEN,4911,377196.543,34557.897,323843.363,12819.941,183162.785,127884.286,10829.802,22387.922,5167.725,9299.48,0.9552,0.3678,0.0594,1.7995,0.9219,compustat_global_utilities.csv
282044,2018,KENYA ELEC GENERATING CO,KEN,4911,379353.005,45289.66,328082.46,14621.412,190103.625,121287.608,10620.761,22493.698,4654.136,17509.821,0.9552,0.3477,0.0593,3.7622,0.9195,compustat_global_utilities.csv
282044,2019,KENYA ELEC GENERATING CO,KEN,4911,401422.249,45965.646,346737.31,28872.565,194964.536,128771.882,12463.018,22454.801,4010.47,30584.771,0.9552,0.3518,0.0559,7.6262,0.9118,compustat_global_utilities.csv
282044,2020,KENYA ELEC GENERATING CO,KEN,4911,412926.93,44110.491,357366.459,17432.051,211318.388,138094.236,8687.578,26179.659,3448.636,17857.335,0.9552,0.3555,0.0634,5.1781,0.9408,compustat_global_utilities.csv
282044,2021,KENYA ELEC GENERATING CO,KEN,4911,425658.163,45900.839,360868.669,14928.809,210323.369,135433.791,10993.001,26163.48,3174.196,27442.928,0.9552,0.3440,0.0615,8.6456,0.9249,compustat_global_utilities.csv
282044,2022,KENYA ELEC GENERATING CO,KEN,4911,502062.226,49226.472,446999.349,14013.675,275081.701,123044.72,12141.858,20692.319,2863.867,21255.763,0.9552,0.2693,0.0412,7.4220,0.9102,compustat_global_utilities.csv
282044,2023,KENYA ELEC GENERATING CO,KEN,4911,516577.225,53963.677,439063.065,13608.327,274193.453,137733.961,12969.547,24206.425,3128.528,23226.735,0.9552,0.2917,0.0469,7.4242,0.9139,compustat_global_utilities.csv
282044,2024,KENYA ELEC GENERATING CO,KEN,4911,491292.755,56297.222,433388.493,11990.855,278105.92,108640.215,10207.503,26147.24,3560.552,36845.309,0.9552,0.2419,0.0532,10.3482,0.9141,compustat_global_utilities.csv
282044,2025,KENYA ELEC GENERATING CO,KEN,4911,505573.128,56098.037,436504.342,16567.863,284543.829,110039.597,12059.424,26469.957,2253.457,30616.723,0.9552,0.2415,0.0524,13.5866,0.9012,compustat_global_utilities.csv
285686,2010,T PLUS PJSC,RUS,4931,64284.332,55838.794,38397.111,5794.913,52358.986,0.0,4802.847,2529.935,155.245,3638.203,0.9904,0.0747,0.0394,23.4352,0.0000,compustat_global_utilities.csv
285686,2011,T PLUS PJSC,RUS,4931,74384.1,66936.97,48181.37,6178.834,52703.47,3590.276,6610.535,4502.567,422.442,1292.189,0.9904,0.1371,0.0605,3.0589,0.3520,compustat_global_utilities.csv
285686,2012,T PLUS PJSC,RUS,4931,74599.597,52961.014,40991.45,4147.756,51756.636,1434.787,11806.413,-10070.276,808.622,-4752.137,0.9904,0.1775,-0.1350,-5.8768,0.1084,compustat_global_utilities.csv
285686,2013,T PLUS PJSC,RUS,4931,96891.05,70269.425,47180.249,2817.146,56254.259,2029.606,20366.609,8773.78,1875.031,-3628.25,0.9904,0.2311,0.0906,-1.9350,0.0906,compustat_global_utilities.csv
285686,2014,T PLUS PJSC,RUS,4931,376253.0,116464.0,199880.0,4056.0,146516.0,56993.0,96189.0,12248.0,4019.0,30825.0,0.9904,0.4071,0.0326,7.6698,0.3721,compustat_global_utilities.csv
285686,2015,T PLUS PJSC,RUS,4931,469247.0,305062.0,337699.0,24058.0,204198.0,118423.0,46525.0,29496.0,18363.0,2956.0,0.9904,0.3515,0.0629,0.1610,0.7179,compustat_global_utilities.csv
285686,2016,T PLUS PJSC,RUS,4931,453859.0,333046.0,323034.0,14698.0,185395.0,107971.0,57401.0,30607.0,18665.0,11761.0,0.9904,0.3644,0.0674,0.6301,0.6529,compustat_global_utilities.csv
