gvkey_i,gvkey_j,w_reg
003439,012555,0.010101
003439,008455,0.010101
003439,065298,0.010101
003439,116304,0.010101
003439,152430,0.010101
003439,004029,0.010101
003439,009902,0.010101
003439,011304,0.010101
003439,156656,0.010101
003439,146774,0.010101
003439,065095,0.010101
003439,012612,0.010101
003439,005914,0.010101
003439,163669,0.010101
003439,008264,0.010101
003439,065092,0.010101
003439,185429,0.010101
003439,012749,0.010101
003439,156819,0.010101
003439,007977,0.010101
003439,018293,0.010101
003439,040614,0.010101
003439,006338,0.010101
003439,004331,0.010101
003439,010860,0.010101
003439,127675,0.010101
003439,155277,0.010101
003439,144646,0.010101
003439,004241,0.010101
003439,008806,0.010101
003439,001745,0.010101
003439,007970,0.010101
003439,010327,0.010101
003439,114789,0.010101
003439,005742,0.010101
003439,014580,0.010101
003439,135990,0.010101
003439,005870,0.010101
003439,008199,0.010101
003897,006932,0.010101
003897,007366,0.010101
003897,004798,0.010101
003897,156676,0.010101
003897,011188,0.010101
003897,003392,0.010101
003897,006867,0.010101
003897,011550,0.010101
003897,144580,0.010101
003897,004799,0.010101
003897,008099,0.010101
003897,001440,0.010101
003897,008810,0.010101
003897,007437,0.010101
003897,004517,0.010101
003897,008290,0.010101
003897,157373,0.010101
003897,012428,0.010101
003897,003413,0.010101
003897,011554,0.010101
003897,025588,0.010101
003897,004093,0.010101
003897,007365,0.010101
003897,007974,0.010101
003897,005135,0.010101
003897,066624,0.010101
003897,009828,0.010101
003897,007824,0.010101
003897,115687,0.010101
003897,010447,0.010101
003897,005525,0.010101
003897,006397,0.010101
003897,001995,0.010101
003897,009850,0.010101
003897,156818,0.010101
003897,010507,0.010101
003897,023465,0.010101
003897,146411,0.010101
003897,005526,0.010101
003897,013948,0.010101
003897,180942,0.010101
003897,163429,0.010101
003897,008113,0.010101
003897,043737,0.010101
003897,005385,0.010101
003897,020739,0.010101
003897,026658,0.010101
003897,009846,0.010101
003897,156820,0.010101
003897,008809,0.010101
003897,160913,0.010101
003897,001742,0.010101
003897,003210,0.010101
003897,008539,0.010101
003897,013353,0.010101
003897,009691,0.010101
003897,010801,0.010101
003897,008001,0.010101
003897,001075,0.010101
003897,012555,0.010101
003897,008455,0.010101
003897,065298,0.010101
003897,116304,0.010101
003897,152430,0.010101
003897,004029,0.010101
003897,009902,0.010101
003897,011304,0.010101
003897,156656,0.010101
003897,146774,0.010101
003897,065095,0.010101
003897,012612,0.010101
003897,005914,0.010101
003897,163669,0.010101
003897,008264,0.010101
003897,065092,0.010101
003897,185429,0.010101
003897,012749,0.010101
003897,156819,0.010101
003897,007977,0.010101
003897,018293,0.010101
003897,040614,0.010101
003897,006338,0.010101
003897,004331,0.010101
003897,010860,0.010101
003897,127675,0.010101
003897,155277,0.010101
003897,144646,0.010101
003897,004241,0.010101
003897,008806,0.010101
003897,001745,0.010101
003897,007970,0.010101
003897,010327,0.010101
003897,114789,0.010101
003897,005742,0.010101
003897,014580,0.010101
003897,003439,0.010101
003897,135990,0.010101
003897,005870,0.010101
003897,008199,0.010101
004029,006932,0.010101
004029,007366,0.010101
004029,004798,0.010101
004029,156676,0.010101
